"time","event","gene_id","strand","ES","EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
5,"SE","Solyc03g112050.4","+",57015726,57015891,"402,351,309","240,203,202","615,642,514","135,157,110",0,-0.238
5,"SE","Solyc03g112050.4","+",57015704,57015891,"402,375,300","240,203,202","615,642,524","135,157,110",0,-0.236
5,"SE","Solyc03g112050.4","+",57015800,57015891,"257,242,219","240,203,202","379,413,340","135,157,110",7.01089979721764e-13,-0.229
5,"SE","Solyc03g112050.4","+",57016549,57016598,"135,155,129","315,281,230","205,242,190","200,162,153",1.06406338285928e-09,-0.204
5,"SE","Solyc03g112050.4","+",57015698,57015891,"826,742,596","240,203,202","1209,1216,1000","135,157,110",0,-0.186
5,"SE","Solyc03g112050.4","+",57016549,57016581,"113,122,96","315,281,230","159,176,145","200,162,153",6.71568249158350e-09,-0.186
30,"SE","Solyc03g112050.4","+",57016549,57016807,"437,491,491","101,146,113","476,623,565","239,224,264",0.000347767368985884,0.133
30,"SE","Solyc03g112050.4","+",57016549,57016598,"137,185,152","101,146,113","174,217,177","239,224,264",0.00307539740595859,0.128
30,"SE","Solyc03g112050.4","+",57016549,57016581,"102,141,121","101,146,113","132,161,154","239,224,264",0.00550697297522485,0.119
40,"SE","Solyc03g112050.4","+",57015708,57015891,"464,529,498","113,129,96","431,515,507","175,180,204",0.000372505534513743,0.124
40,"SE","Solyc03g112050.4","+",57015726,57015891,"464,529,498","113,129,96","437,515,505","175,180,204",0.000415380900479995,0.123
40,"SE","Solyc03g112050.4","+",57015800,57015891,"277,363,342","113,129,96","292,346,336","175,180,204",0.00176514787830924,0.123
40,"SE","Solyc03g112050.4","+",57016549,57016807,"541,508,569","169,156,123","473,580,593","227,224,262",0.00522134625301123,0.109
50,"SE","Solyc03g112050.4","+",57016549,57016807,"618,692,695","203,229,185","715,438,531","295,261,317",0.000326685382386686,0.133
50,"SE","Solyc03g112050.4","+",57015698,57015891,"1036,1331,1322","206,202,172","1118,885,980","321,250,286",1.12143453004276e-06,0.124
60,"SE","Solyc03g112050.4","+",57015800,57015891,"384,428,357","142,190,165","275,377,257","270,286,246",8.02878306695126e-09,0.184
60,"SE","Solyc03g112050.4","+",57015704,57015891,"562,620,543","142,190,165","398,557,406","270,286,246",5.66196881971568e-09,0.179
60,"SE","Solyc03g112050.4","+",57015698,57015891,"1056,1219,1102","142,190,165","851,1171,850","270,286,246",1.24166433237918e-07,0.134
70,"SE","Solyc03g112050.4","+",57015708,57015891,"534,519,460","144,189,115","410,364,414","323,312,303",0,0.245
70,"SE","Solyc03g112050.4","+",57015670,57015891,"534,519,460","144,189,115","410,366,412","323,312,303",0,0.244
70,"SE","Solyc03g112050.4","+",57015704,57015891,"534,519,460","144,189,115","413,364,412","323,312,303",0,0.244
70,"SE","Solyc03g112050.4","+",57015800,57015891,"357,321,312","144,189,115","264,259,274","323,312,303",4.83911671417507e-11,0.236
70,"SE","Solyc03g112050.4","+",57015698,57015891,"1021,1029,953","144,189,115","853,753,863","323,312,303",0,0.205
70,"SE","Solyc03g112050.4","+",57016549,57016807,"595,489,539","214,210,213","514,414,465","254,257,335",0.00340428933169496,0.107
80,"SE","Solyc03g112050.4","+",57016692,57016807,"298,309,365","181,180,190","220,251,194","247,242,233",8.18420031230028e-07,0.157
80,"SE","Solyc03g112050.4","+",57015704,57015891,"502,404,470","199,144,110","352,353,451","202,241,250",0.000253592820663684,0.153
80,"SE","Solyc03g112050.4","+",57016549,57016807,"518,500,591","181,180,190","373,424,366","247,242,233",3.2797094791136e-06,0.147
80,"SE","Solyc03g112050.4","+",57015800,57015891,"329,252,307","199,144,110","251,227,295","202,241,250",0.00192767423686766,0.145
80,"SE","Solyc03g112050.4","+",57016549,57016598,"198,167,208","181,180,190","136,139,164","247,242,233",0.000306478216286922,0.125
80,"SE","Solyc03g112050.4","+",57015698,57015891,"957,831,970","199,144,110","831,842,810","202,241,250",0.000381693139010689,0.112
90,"SE","Solyc03g112050.4","+",57015698,57015891,"992,1266,992","175,223,164","976,851,1036","286,352,278",7.11469391668271e-06,0.134
105,"SE","Solyc03g112050.4","+",57015726,57015891,"404,493,463","111,123,130","453,318,332","484,340,336",0,0.328
105,"SE","Solyc03g112050.4","+",57015708,57015891,"404,493,448","111,123,130","457,318,332","484,340,336",0,0.325
105,"SE","Solyc03g112050.4","+",57015698,57015891,"831,954,947","111,123,130","1037,704,726","484,340,336",0,0.275
105,"SE","Solyc03g112050.4","+",57016549,57016807,"371,494,482","175,185,211","569,343,342","393,276,276",1.84698518473811e-06,0.145
105,"SE","Solyc03g112050.4","+",57016692,57016807,"188,280,312","175,185,211","331,193,180","393,276,276",1.03082128368693e-05,0.14
105,"SE","Solyc03g112050.4","+",57016549,57016581,"129,159,110","175,185,211","165,117,103","393,276,276",0.00231249162189286,0.114
105,"SE","Solyc03g112050.4","+",57016549,57016598,"157,198,153","175,185,211","223,144,143","393,276,276",0.00109807118218626,0.113
120,"SE","Solyc03g112050.4","+",57015726,57015891,"492,345,420","126,110,119","283,337,339","341,400,357",0,0.333
120,"SE","Solyc03g112050.4","+",57015704,57015891,"496,339,420","126,110,119","283,337,339","341,400,357",0,0.332
120,"SE","Solyc03g112050.4","+",57015800,57015891,"337,225,285","126,110,119","186,231,228","341,400,357",0,0.327
120,"SE","Solyc03g112050.4","+",57015698,57015891,"946,752,967","126,110,119","618,729,749","341,400,357",0,0.301
120,"SE","Solyc03g112050.4","+",57016549,57016807,"580,426,462","195,173,190","281,381,335","269,338,309",2.76541610125386e-14,0.215
120,"SE","Solyc03g112050.4","+",57016692,57016807,"332,262,272","195,173,190","159,210,198","269,338,309",2.76541610125386e-14,0.207
120,"SE","Solyc03g112050.4","+",57016550,57016807,"336,267,272","195,173,190","153,217,201","269,338,309",2.76541610125386e-14,0.202
120,"SE","Solyc03g112050.4","+",57015698,57015891,"454,413,547","9,9,6","335,392,411","29,73,65",0,0.186
120,"SE","Solyc03g112050.4","+",57016549,57016598,"212,143,160","195,173,190","122,145,135","269,338,309",3.49662026218479e-08,0.159
120,"SE","Solyc03g112050.4","+",57016549,57016581,"161,111,125","195,173,190","94,113,108","269,338,309",3.0184697050193e-07,0.147
105,"SE","Solyc03g112300.3","-",57172971,57173022,"44,46,47","0,0,0","36,23,34","12,4,2",9.26303151698556e-07,0.19
105,"SE","Solyc03g112300.3","-",57172653,57173022,"63,67,77","0,0,0","82,88,98","12,4,2",5.40589444399556e-05,0.116
20,"SE","Solyc03g112570.2","+",57384453,57384681,"108,118,71","0,1,0","99,93,94","0,10,32",3.41293454421564e-05,0.188
60,"SE","Solyc03g112570.2","+",57384356,57384681,"51,43,45","30,33,6","41,38,35","0,1,1",1.06438391679314e-07,-0.418
60,"SE","Solyc03g112570.2","+",57384453,57384681,"139,106,120","30,33,6","107,108,99","0,1,1",1.43247094186582e-09,-0.246
70,"SE","Solyc03g112570.2","+",57384453,57384681,"150,89,138","0,6,0","99,117,95","26,0,22",0.000199398373121128,0.181
80,"SE","Solyc03g112570.2","+",57384453,57384534,"32,17,36","9,0,0","15,48,23","29,24,19",5.51312263348459e-05,0.481
80,"SE","Solyc03g112570.2","+",57384453,57384681,"106,63,94","9,0,0","46,99,79","29,24,19",8.15619918569466e-08,0.355
80,"SE","Solyc03g113920.4","+",58393322,58393402,"5,9,5","0,2,0","1,6,6","3,8,7",4.8546344086695e-05,0.627
90,"SE","Solyc03g113920.4","+",58393322,58393405,"10,18,13","0,0,0","3,9,5","5,3,1",6.92759095673973e-06,0.434
90,"SE","Solyc03g113920.4","+",58393337,58393405,"175,207,173","0,0,2","179,163,150","13,19,41",0,0.17
90,"SE","Solyc03g113920.4","+",58393322,58393405,"250,246,224","0,0,2","218,217,204","13,19,41",0,0.143
105,"SE","Solyc03g113920.4","+",58393322,58393405,"7,9,12","0,0,0","1,4,4","3,3,7",1.74499892696543e-10,0.698
105,"SE","Solyc03g113920.4","+",58393337,58393405,"137,138,113","0,0,0","148,119,117","18,31,19",0,0.205
105,"SE","Solyc03g113920.4","+",58393322,58393405,"173,185,142","0,0,0","183,148,155","18,31,19",0,0.18
120,"SE","Solyc03g113920.4","+",58393337,58393405,"1,3,5","0,0,0","0,0,3","6,2,11",5.3095989143835e-13,0.947
120,"SE","Solyc03g113920.4","+",58393322,58393405,"7,5,1","0,0,0","0,7,5","7,1,17",3.42194389103635e-08,0.674
120,"SE","Solyc03g113920.4","+",58393322,58393405,"7,5,6","0,0,0","0,7,8","6,2,11",1.90409526367943e-08,0.663
120,"SE","Solyc03g113920.4","+",58393337,58393405,"226,120,135","3,0,0","118,165,153","15,21,5",3.82723027481252e-09,0.113
120,"SE","Solyc03g113920.4","+",58393322,58393405,"277,169,167","3,0,0","135,191,192","15,21,5",1.65779640386008e-09,0.105
120,"SE","Solyc03g113920.4","+",58393326,58393405,"156,120,118","0,0,0","112,173,197","11,14,8",5.25088207397467e-08,0.1
90,"SE","Solyc03g114450.3","+",58871948,58872027,"8,5,7","0,6,0","1,2,1","5,7,7",0.000142495354530954,0.665
90,"SE","Solyc03g114450.3","+",58870761,58871003,"47,90,46","0,0,0","55,72,74","7,6,0",0.000395019366709965,0.115
105,"SE","Solyc03g114450.3","+",58870761,58871003,"20,39,40","0,0,0","30,49,25","4,6,0",0.000586995089826878,0.136
120,"SE","Solyc03g114450.3","+",58871343,58871471,"4,1,2","0,0,0","12,7,1","20,36,27",9.05819408613102e-08,0.88
50,"SE","Solyc03g115950.3","+",59948482,59948533,"5,9,7","0,0,0","2,2,0","3,0,6",0.000120326242380289,0.556
90,"SE","Solyc03g115950.3","+",59948482,59948533,"6,5,6","0,0,0","4,5,2","21,8,13",4.69845944329322e-12,0.818
90,"SE","Solyc03g115950.3","+",59948458,59948533,"195,318,210","0,0,0","95,88,110","21,8,13",0,0.173
90,"SE","Solyc03g115950.3","+",59948482,59948529,"221,191,171","0,0,0","108,80,106","21,8,13",0,0.153
105,"SE","Solyc03g115950.3","+",59948458,59948533,"147,199,172","0,0,0","123,93,55","13,12,19",0,0.214
120,"SE","Solyc03g115950.3","+",59948458,59948533,"229,164,130","0,0,0","60,68,65","24,36,14",0,0.355
120,"SE","Solyc03g115950.3","+",59948482,59948529,"170,145,132","0,0,0","84,76,55","24,36,14",0,0.303
120,"SE","Solyc03g115950.3","+",59948458,59948529,"567,432,415","0,0,0","234,234,169","24,36,14",0,0.142
60,"SE","Solyc03g117370.3","+",60983752,60983785,"12,4,9","15,29,22","0,0,0","12,8,25",7.20495918449372e-06,0.249
90,"SE","Solyc03g117370.3","+",60983752,60983785,"17,5,10","17,25,17","0,4,0","27,17,12",0.000389715077310177,0.251
105,"SE","Solyc03g117370.3","+",60983752,60983785,"3,3,6","16,11,23","0,0,0","19,30,13",0.00012380746994745,0.164
50,"SE","Solyc03g117420.4","-",61020009,61020053,"3,6,3","1,0,0","4,6,1","10,9,1",1.56948734864733e-05,0.562
60,"SE","Solyc03g117420.4","-",61019257,61019328,"269,336,285","87,87,105","287,412,283","201,213,185",4.1754933790479e-06,0.16
80,"SE","Solyc03g117420.4","-",61019257,61019328,"204,217,280","76,62,74","239,214,269","133,142,154",1.4649487573896e-05,0.157
40,"SE","Solyc03g118350.4","-",61704205,61704288,"19,34,26","0,0,0","19,38,44","1,4,7",0.000733282261524766,0.139
105,"SE","Solyc03g118350.4","-",61704205,61704288,"43,45,28","5,1,1","23,22,10","9,5,7",0.000806347807109071,0.308
120,"SE","Solyc03g118350.4","-",61703201,61704288,"119,97,139","0,1,2","116,63,113","4,11,4",0.000210577096032185,0.114
5,"SE","Solyc03g123560.3","+",64830545,64830788,"0,0,1","1,7,2","26,0,8","0,2,0",0.000129790516459949,-0.6
105,"SE","Solyc03g123560.3","+",64830514,64830690,"8,7,1","0,0,0","1,8,5","10,14,4",7.43866104372728e-10,0.782
105,"SE","Solyc03g123560.3","+",64830514,64830729,"8,7,1","0,0,0","8,7,5","10,14,4",6.86492411048296e-09,0.71
105,"SE","Solyc03g123560.3","+",64830545,64830788,"18,4,16","0,0,0","20,26,9","10,14,4",7.81675976723891e-09,0.497
105,"SE","Solyc03g123560.3","+",64830514,64830788,"26,11,17","0,0,0","20,32,13","10,14,4",2.75013767488524e-09,0.449
120,"SE","Solyc03g123560.3","+",64830545,64830788,"11,10,19","0,0,0","12,0,7","7,5,12",3.52827588573772e-11,0.771
120,"SE","Solyc03g123560.3","+",64830514,64830752,"4,4,14","0,0,0","0,5,19","7,5,12",1.59121647406189e-09,0.742
120,"SE","Solyc03g123560.3","+",64830514,64830729,"4,4,16","0,0,0","0,6,19","7,5,12",1.728520798108e-09,0.728
120,"SE","Solyc03g123560.3","+",64830514,64830788,"14,14,27","0,0,0","11,5,26","7,5,12",3.01411093430298e-10,0.569
105,"SE","Solyc03g123700.4","+",64916007,64916045,"62,58,58","0,0,0","48,58,44","10,2,6",5.64813724780003e-06,0.131
120,"SE","Solyc03g123700.4","+",64916007,64916045,"68,36,53","0,1,0","69,46,41","17,5,7",4.39989962313357e-08,0.166
70,"SE","Solyc04g007110.4","-",863279,863373,"344,311,274","5,0,0","240,254,206","37,15,25",0,0.144
80,"SE","Solyc04g007110.4","-",863279,863373,"267,269,342","6,0,3","212,261,174","23,25,23",0,0.138
90,"SE","Solyc04g007110.4","-",863279,863373,"347,489,300","4,10,0","243,252,253","16,37,16",1.32005397603802e-11,0.111
120,"SE","Solyc04g007110.4","-",863279,863373,"350,211,327","1,5,2","213,237,162","21,17,26",5.32598656535382e-14,0.133
70,"SE","Solyc04g007610.3","-",1324372,1324796,"73,62,60","0,0,1","44,39,37","7,12,4",3.81505636515773e-08,0.256
80,"SE","Solyc04g007610.3","-",1324372,1324796,"87,63,69","0,0,0","27,31,37","4,6,3",2.7430235091497e-06,0.216
90,"SE","Solyc04g007610.3","-",1324372,1324796,"49,104,76","0,7,0","45,48,39","21,8,17",4.86942747916344e-08,0.36
105,"SE","Solyc04g007610.3","-",1324372,1324796,"57,53,51","0,1,0","71,48,40","10,16,12",2.44732688792969e-10,0.32
105,"SE","Solyc04g007610.3","-",1324755,1324876,"63,78,61","0,1,0","56,51,47","10,16,12",2.46545908001547e-12,0.3
120,"SE","Solyc04g007610.3","-",1324372,1324796,"56,70,59","0,0,0","37,42,49","9,11,6",2.09539528584897e-10,0.289
15,"SE","Solyc04g007880.4","+",1592190,1592400,"76,95,79","8,6,5","23,27,21","0,0,0",0.00185260223026349,-0.133
15,"SE","Solyc04g007880.4","+",1591972,1592401,"95,121,123","8,6,5","29,36,31","0,0,0",0.00405793031273733,-0.103
30,"SE","Solyc04g007880.4","+",1591972,1592401,"131,83,85","0,6,0","28,41,44","7,4,6",0.00120193398628194,0.195
30,"SE","Solyc04g007880.4","+",1592190,1592401,"231,164,140","0,6,0","51,84,67","7,4,6",0.000798191131661327,0.129
50,"SE","Solyc04g007880.4","+",1591972,1592401,"119,70,67","0,2,1","68,38,43","11,4,6",4.14537902158559e-06,0.184
50,"SE","Solyc04g007880.4","+",1592190,1592401,"197,103,130","0,2,1","112,60,64","11,4,6",4.66704345365926e-06,0.129
70,"SE","Solyc04g007880.4","+",1591972,1592401,"50,31,19","5,0,0","39,81,41","10,16,9",0.00285648883462633,0.253
70,"SE","Solyc04g007880.4","+",1592190,1592401,"89,66,41","5,0,0","77,148,59","10,16,9",0.000484831623844431,0.172
90,"SE","Solyc04g007880.4","+",1591972,1592401,"41,153,55","0,0,0","66,59,56","15,13,14",0,0.317
90,"SE","Solyc04g007880.4","+",1592190,1592401,"59,242,101","0,0,0","95,93,90","15,13,14",0,0.232
105,"SE","Solyc04g007880.4","+",1591972,1592401,"41,59,58","0,0,0","101,73,72","12,28,21",1.15429100276122e-11,0.331
105,"SE","Solyc04g007880.4","+",1592190,1592401,"61,108,93","0,0,0","167,115,115","12,28,21",5.61268062140802e-12,0.24
120,"SE","Solyc04g007880.4","+",1592190,1592401,"104,144,102","0,1,1","106,91,76","10,19,15",2.27685925668426e-12,0.235
105,"SE","Solyc04g009050.4","-",2647140,2647480,"4,7,8","0,0,0","51,21,43","0,11,6",0.000459247448303361,0.243
120,"SE","Solyc04g009050.4","-",2647282,2647745,"164,98,97","0,0,0","44,21,46","4,0,8",1.31438069722221e-05,0.137
20,"SE","Solyc04g011380.4","-",3888814,3888979,"2,5,4","0,0,0","2,0,0","7,1,5",0,0.958
70,"SE","Solyc04g011380.4","-",3888654,3888979,"220,143,159","0,0,0","108,88,91","14,2,5",2.61305453595099e-07,0.116
70,"SE","Solyc04g011380.4","-",3888814,3888983,"200,119,148","0,0,0","116,97,108","14,2,5",1.29305249645326e-06,0.106
80,"SE","Solyc04g011380.4","-",3888691,3888979,"9,0,4","0,1,0","0,2,0","5,12,4",1.70018299567464e-05,0.641
80,"SE","Solyc04g011380.4","-",3888691,3888983,"149,138,179","0,1,0","82,103,86","5,12,4",4.60083770360177e-07,0.123
80,"SE","Solyc04g011380.4","-",3888654,3888979,"183,124,175","0,1,0","143,108,91","5,12,4",4.06129007365363e-06,0.104
105,"SE","Solyc04g011380.4","-",3888691,3888979,"1,7,5","0,0,1","2,3,0","8,3,1",1.40790255576473e-06,0.757
120,"SE","Solyc04g011380.4","-",3888848,3888979,"10,2,9","0,0,0","4,3,0","0,4,3",0.000101448982131064,0.572
15,"SE","Solyc04g026220.4","-",17526447,17526529,"67,71,42","36,0,18","16,47,37","0,1,0",0.000181203722735458,-0.274
70,"SE","Solyc04g026220.4","-",17526447,17526529,"67,49,55","17,12,36","43,43,30","1,0,0",2.03017141986608e-10,-0.342
80,"SE","Solyc04g026220.4","-",17526447,17526529,"20,28,18","3,0,8","17,8,13","0,0,0",0.000925385512427824,-0.199
120,"SE","Solyc04g026220.4","-",17519065,17519114,"10,4,0","21,26,16","0,0,0","4,14,40",0.000237040981595402,0.123
70,"SE","Solyc04g045470.4","+",32731516,32731635,"135,175,149","8,7,16","89,81,100","0,0,0",1.78035391391889e-06,-0.108
70,"SE","Solyc04g045470.4","+",32731458,32731635,"159,179,172","8,7,16","101,92,104","0,0,0",1.77756212082126e-06,-0.107
70,"SE","Solyc04g045470.4","+",32731494,32731635,"152,177,170","8,7,16","95,89,102","0,0,0",1.96881254763867e-06,-0.106
80,"SE","Solyc04g045470.4","+",32731516,32731641,"6,3,7","6,1,4","4,9,5","0,0,0",8.67454367299744e-08,-0.513
70,"SE","Solyc04g049090.3","-",38791954,38791995,"79,55,90","5,0,0","41,47,46","7,10,6",3.77678589081399e-05,0.153
80,"SE","Solyc04g049090.3","-",38791954,38791995,"66,60,70","0,0,0","34,25,32","3,8,0",0.00053734150882425,0.13
120,"SE","Solyc04g049090.3","-",38791954,38791995,"66,74,96","2,0,0","31,40,47","5,6,2",0.000207549814994033,0.115
105,"SE","Solyc04g054170.4","+",51168950,51169091,"0,1,0","40,33,25","5,7,2","23,18,14",0.000138645716005416,-0.107
120,"SE","Solyc04g054170.4","+",51168950,51169091,"0,0,0","18,21,35","14,8,0","28,25,18",5.56423474074709e-06,-0.115
70,"SE","Solyc04g054320.4","-",51595218,51595559,"0,0,0","7,1,3","11,1,4","4,3,3",1.11371765779661e-05,-0.374
70,"SE","Solyc04g054320.4","-",51595218,51595552,"0,0,0","7,1,3","10,1,4","4,3,3",1.25927354133671e-05,-0.366
90,"SE","Solyc04g054320.4","-",51595151,51595562,"17,1,8","0,0,2","3,5,2","13,1,3",0.000195988480564166,0.533
90,"SE","Solyc04g054320.4","-",51595218,51595562,"17,3,9","0,0,2","3,8,5","13,1,3",0.000947808601870534,0.445
105,"SE","Solyc04g054320.4","-",51595151,51595562,"2,13,1","1,3,0","3,0,0","17,5,1",7.24654494781175e-05,0.701
105,"SE","Solyc04g054320.4","-",51595264,51595562,"2,13,1","1,3,0","3,0,0","17,5,1",7.24654494781175e-05,0.701
40,"SE","Solyc04g056340.4","+",53408844,53408958,"64,31,45","0,0,0","64,71,83","15,6,12",2.8980315961246e-07,0.209
40,"SE","Solyc04g056340.4","+",53408913,53408958,"54,26,37","0,0,0","52,58,66","15,6,12",3.1110727194414e-07,0.194
50,"SE","Solyc04g056340.4","+",53408844,53408958,"86,73,97","0,0,0","105,91,76","15,10,21",1.52613187788095e-11,0.23
50,"SE","Solyc04g056340.4","+",53408906,53408958,"77,70,88","0,0,0","91,83,72","15,10,21",1.49293355455989e-11,0.201
60,"SE","Solyc04g056340.4","+",53408844,53408958,"78,69,72","0,0,0","83,116,115","12,6,11",1.37544014570107e-06,0.144
60,"SE","Solyc04g056340.4","+",53408913,53408958,"55,64,72","0,0,0","71,97,100","12,6,11",2.01114018890417e-06,0.127
60,"SE","Solyc04g056340.4","+",53408906,53408958,"69,68,71","0,0,0","79,109,108","12,6,11",2.53444313501705e-06,0.12
70,"SE","Solyc04g056340.4","+",53408844,53408958,"73,89,81","0,0,0","106,84,91","31,11,45",0,0.331
70,"SE","Solyc04g056340.4","+",53408906,53408958,"70,87,80","0,0,0","94,77,85","31,11,45",0,0.296
70,"SE","Solyc04g056340.4","+",53408903,53408958,"275,273,326","0,0,0","294,240,291","31,11,45",0,0.12
80,"SE","Solyc04g056340.4","+",53408844,53408958,"103,86,113","2,0,2","70,82,90","10,19,27",4.71329641982013e-12,0.258
90,"SE","Solyc04g056340.4","+",53408913,53408958,"81,135,95","2,6,3","83,67,57","34,56,70",0,0.453
90,"SE","Solyc04g056340.4","+",53408844,53408958,"91,162,115","2,6,3","98,88,92","34,56,70",0,0.447
90,"SE","Solyc04g056340.4","+",53408906,53408958,"87,151,106","2,6,3","91,82,75","34,56,70",0,0.418
90,"SE","Solyc04g056340.4","+",53408903,53408958,"337,549,388","2,6,3","325,286,279","34,56,70",0,0.186
105,"SE","Solyc04g056340.4","+",53408844,53408958,"65,96,177","0,1,0","109,87,76","57,73,61",0,0.548
105,"SE","Solyc04g056340.4","+",53408899,53408958,"61,90,173","0,1,0","96,74,71","57,73,61",0,0.521
105,"SE","Solyc04g056340.4","+",53408903,53408958,"215,348,666","0,1,0","249,251,241","57,73,61",0,0.259
120,"SE","Solyc04g056340.4","+",53408844,53408958,"138,121,138","2,0,0","99,100,102","64,56,54",0,0.496
120,"SE","Solyc04g056340.4","+",53408903,53408958,"456,433,473","2,0,0","250,297,285","64,56,54",0,0.222
105,"SE","Solyc04g076300.4","-",59211098,59211360,"39,19,34","0,0,0","29,10,15","6,2,9",4.29486125807396e-08,0.375
120,"SE","Solyc04g076300.4","-",59211098,59211360,"40,26,43","2,0,0","12,28,12","4,4,3",0.000126194495475283,0.288
120,"SE","Solyc04g076300.4","-",59211303,59211617,"38,29,43","2,0,0","14,23,19","4,4,3",0.000164958996236763,0.256
50,"SE","Solyc04g077450.3","+",60355256,60355446,"84,75,106","4,1,5","72,61,66","10,18,8",0.000541697412696375,0.195
50,"SE","Solyc04g077450.3","+",60355250,60355446,"201,150,245","4,1,5","167,130,142","10,18,8",0.000136643894250612,0.112
90,"SE","Solyc04g077450.3","+",60355256,60355446,"81,118,87","8,4,1","66,55,48","8,27,10",0.000289512767043079,0.245
90,"SE","Solyc04g077450.3","+",60355250,60355446,"212,254,234","8,4,1","154,125,114","8,27,10",3.48106422917012e-06,0.145
105,"SE","Solyc04g077450.3","+",60355256,60355446,"89,96,51","1,3,3","82,46,56","34,4,14",8.10574299833323e-06,0.249
105,"SE","Solyc04g077450.3","+",60355250,60355446,"180,211,132","1,3,3","175,124,122","34,4,14",2.5346756969839e-07,0.149
90,"SE","Solyc04g080370.3","-",62550163,62550282,"241,392,298","4,13,1","256,253,254","20,20,38",2.40570574706587e-09,0.123
105,"SE","Solyc04g080370.3","-",62550163,62550299,"128,135,190","2,5,5","165,102,111","25,33,18",6.84962201990438e-10,0.234
105,"SE","Solyc04g080370.3","-",62551527,62551604,"67,64,48","0,0,0","69,69,49","10,4,6",2.35897048521288e-06,0.139
105,"SE","Solyc04g080370.3","-",62550163,62550282,"279,255,368","2,5,5","341,238,244","25,33,18",7.40597978565582e-11,0.121
120,"SE","Solyc04g080370.3","-",62550163,62550282,"274,209,255","0,1,5","269,290,309","36,30,16",3.59504093161383e-13,0.131
120,"SE","Solyc04g080370.3","-",62551527,62551604,"67,49,69","0,0,0","67,70,50","5,6,3",0.000216120299658619,0.1
105,"SE","Solyc04g080810.4","-",62860877,62861066,"98,100,111","0,0,0","139,74,94","15,4,6",1.00423491510542e-07,0.13
120,"SE","Solyc04g080810.4","-",62860877,62860922,"86,37,89","0,0,0","41,56,55","8,8,3",7.23665834309626e-07,0.142
120,"SE","Solyc04g080810.4","-",62860877,62861066,"115,66,144","0,0,0","62,83,102","8,8,3",1.02506161035972e-06,0.141
80,"SE","Solyc04g082920.4","+",64373076,64373132,"334,437,386","3,2,5","204,163,145","22,16,10",1.7719159473015e-12,0.1
90,"SE","Solyc04g082920.4","+",64373076,64373132,"306,533,397","0,17,6","209,228,217","29,15,24",6.61088472100094e-11,0.104
90,"SE","Solyc04g082970.4","+",64398479,64398727,"29,54,35","0,0,0","29,26,29","5,13,8",6.31560324037622e-10,0.371
90,"SE","Solyc04g082970.4","+",64398479,64398533,"20,49,34","0,0,0","29,25,28","5,13,8",4.12005575419072e-09,0.295
105,"SE","Solyc04g082970.4","+",64398479,64398727,"14,29,40","0,0,0","37,32,16","0,13,3",7.25161588030799e-05,0.24
105,"SE","Solyc04g082970.4","+",64398489,64398711,"53,51,66","0,0,0","61,50,63","0,13,3",0.000193802256823052,0.143
90,"SE","Solyc05g005490.4","-",403090,403451,"799,1019,817","9,8,11","405,352,467","41,37,33",0,0.134
120,"SE","Solyc05g005490.4","-",403090,403451,"824,595,740","2,6,8","302,327,387","25,31,19",0,0.115
70,"SE","Solyc05g005760.4","+",629677,629721,"66,72,106","0,0,0","59,65,49","6,10,14",5.76958197635818e-10,0.184
70,"SE","Solyc05g005760.4","+",629620,629721,"103,119,156","0,0,0","96,88,77","6,10,14",4.62788387100943e-10,0.163
70,"SE","Solyc05g005760.4","+",629638,629721,"104,124,146","0,0,0","93,86,75","6,10,14",4.6555937556316e-10,0.156
80,"SE","Solyc05g005760.4","+",629677,629721,"64,66,56","0,0,0","53,53,48","3,7,11",1.10804857128866e-06,0.148
80,"SE","Solyc05g005760.4","+",629620,629721,"123,119,94","0,0,0","88,92,83","3,7,11",1.55356940701055e-06,0.116
80,"SE","Solyc05g005760.4","+",629638,629721,"118,119,98","0,0,0","91,89,75","3,7,11",1.76022542897243e-06,0.115
90,"SE","Solyc05g005760.4","+",629620,629721,"183,225,138","0,0,0","104,106,86","7,4,14",5.83390849104075e-09,0.125
90,"SE","Solyc05g005760.4","+",629638,629721,"185,229,132","0,0,0","108,101,85","7,4,14",7.32135507549012e-09,0.118
105,"SE","Solyc05g005760.4","+",629620,629721,"130,127,97","0,1,0","95,78,66","24,4,4",1.80826435809989e-08,0.152
105,"SE","Solyc05g005760.4","+",629638,629721,"127,126,98","0,1,0","98,77,66","24,4,4",1.52270918450651e-08,0.142
120,"SE","Solyc05g005760.4","+",629677,629721,"79,53,75","0,0,0","39,46,42","3,9,2",2.55306110741992e-05,0.117
5,"SE","Solyc05g007980.3","+",2456806,2457074,"0,1,6","1,3,2","6,4,5","0,0,0",9.19029080138981e-05,-0.752
20,"SE","Solyc05g007980.3","+",2456806,2457074,"1,8,4","0,0,0","2,6,2","4,5,2",1.70337377258903e-08,0.697
80,"SE","Solyc05g007980.3","+",2456806,2457074,"9,1,16","0,0,0","8,3,0","5,6,6",1.02779179106814e-10,0.785
40,"SE","Solyc05g008060.4","+",2533945,2534055,"2,10,1","0,0,0","0,8,3","3,0,5",0.000532681636419933,0.581
50,"SE","Solyc05g008060.4","+",2533945,2534055,"1,1,4","0,0,0","6,12,2","3,3,11",1.02359017825842e-06,0.558
