"time","event","gene_id","strand","F_ES","F_EE","S_ES","S_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822482,55822692,"0,1,2","25,1,13","4,1,5","0,0,6",7.97902768511567e-05,-0.607
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822272,55822722,"4,27,3","25,0,64","8,1,3","0,0,0",2.97266257931289e-06,-0.606
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822299,55822722,"4,14,3","25,0,64","8,1,3","0,0,0",1.80038343951342e-06,-0.606
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822332,55822722,"4,13,3","25,0,64","8,1,3","0,0,0",1.70194995857969e-06,-0.606
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822392,55822722,"4,8,3","25,0,64","15,1,3","0,0,0",9.87086150434291e-07,-0.606
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822422,55822722,"4,8,3","25,0,64","8,1,10","0,0,0",9.87086150434291e-07,-0.606
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822482,55822722,"4,8,3","25,0,64","8,1,6","0,0,0",1.08106723712854e-06,-0.606
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822299,55822692,"0,7,2","11,9,5","4,1,2","0,1,0",1.41382155876587e-05,-0.6
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822722,"4,8,3","0,1,3","8,1,6","102,46,6",1.73594075752041e-05,0.598
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822542,55822692,"6,1,2","11,9,5","6,1,2","0,1,0",6.53305574655024e-06,-0.598
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822692,55822692,55822722,"4,6,2","1,1,4","1,0,1","4,1,10",3.33734882784409e-05,0.598
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822662,"6,24,7","0,0,0","26,1,1","108,50,0",3.74704005214996e-08,0.595
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822542,55822692,"6,1,2","25,0,64","6,1,2","0,0,0",1.09870357610853e-07,-0.592
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822692,"4,24,2","0,0,0","29,1,3","108,50,0",2.71620923147313e-07,0.589
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822482,"1,57,1","0,0,0","1,0,3","2,5,0",3.75222367353139e-05,0.588
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822305,55822722,"6,8,3","25,0,64","8,1,3","0,0,0",1.47134609809518e-06,-0.587
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822422,55822692,"0,1,2","4,6,0","4,1,9","0,0,1",1.7267578376259e-05,-0.586
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822722,"8,31,3","0,0,0","33,1,4","108,50,0",2.96036034960135e-07,0.582
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822482,55822602,"6,9,8","0,0,0","12,8,10","108,50,0",1.72364854959016e-06,0.58
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822422,55822692,"0,1,2","4,5,0","4,1,9","0,0,1",1.42318034482573e-05,-0.579
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822422,55822542,"6,10,4","0,0,0","13,8,8","108,50,0",1.67516119710339e-06,0.577
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822602,"6,9,8","0,1,3","12,8,10","102,46,6",1.06187250222885e-05,0.577
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822422,55822542,"6,10,4","25,0,64","13,8,8","0,0,0",1.7196506688805e-06,-0.575
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822422,"12,5,6","0,0,0","1,0,1","2,5,0",4.19619703700873e-06,0.574
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822335,55822422,"12,1,28","0,0,0","1,0,5","2,5,0",0.000217846721782554,0.573
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822422,"11,1,2","0,3,0","1,0,1","114,46,1",1.14070833816911e-08,0.573
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822362,55822722,"8,31,3","25,0,64","33,1,4","0,0,0",2.68163522503954e-06,-0.571
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822362,55822662,"6,24,7","25,0,64","26,1,1","0,0,0",3.99263734171298e-06,-0.569
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822542,55822722,"10,8,3","0,0,0","10,1,3","10,1,5",3.8660276397664e-09,0.569
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822335,55822692,"0,1,27","25,0,64","4,1,9","0,0,0",1.96857273941338e-07,-0.568
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822422,"4,6,0","1,0,2","0,0,1","6,4,8",1.59312320865971e-05,0.567
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822392,"4,5,0","1,0,2","0,0,1","6,4,8",1.38894548880122e-05,0.566
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822422,"16,7,2","0,0,0","1,0,2","2,5,0",0.000119741024852562,0.564
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822422,55822662,"2,1,7","11,9,5","1,1,7","0,1,0",1.74237287020116e-05,-0.563
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822482,55822662,"2,1,7","11,9,5","1,1,3","0,1,0",8.37196478728965e-05,-0.563
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822362,55822662,"6,24,7","0,0,0","26,1,1","10,1,5",3.02771123987684e-07,0.559
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822362,55822392,55822542,"0,15,3","25,1,15","7,1,2","2,0,0",0.00042228560052968,-0.558
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822482,55822692,"0,1,2","4,6,0","4,1,5","0,0,1",2.21021052479547e-05,-0.558
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822422,55822722,"4,8,3","0,1,3","8,1,10","102,46,6",0.000178656017464614,0.557
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822482,55822602,"6,9,8","25,0,64","12,8,10","0,0,0",2.20928270933247e-06,-0.556
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822542,55822722,"10,8,3","25,0,64","10,1,3","0,0,0",1.91057012537261e-06,-0.556
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822362,55822482,"8,18,5","25,0,64","3,6,7","0,0,0",4.86130130103649e-06,-0.553
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822392,55822422,"11,1,2","0,0,0","1,0,1","2,5,0",1.88335164385439e-05,0.553
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822362,55822362,55822542,"4,38,3","25,1,15","25,1,3","2,0,0",0.000167370659769476,-0.549
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822542,55822662,"2,0,6","0,1,3","2,1,0","102,46,6",0.000523168195090108,0.548
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822482,55822692,"0,1,2","4,5,0","4,1,5","0,0,1",1.71465829771124e-05,-0.548
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822272,55822542,"9,36,7","25,0,64","19,24,13","0,0,0",3.30675174002784e-06,-0.545
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822299,55822542,"9,23,7","25,0,64","19,24,13","0,0,0",2.30750525774424e-06,-0.545
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822332,55822542,"9,22,7","25,0,64","19,24,13","0,0,0",2.23859014442176e-06,-0.545
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822392,55822542,"9,17,7","25,0,64","26,24,13","0,0,0",1.56677580322556e-06,-0.545
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822422,55822542,"6,10,4","0,1,3","13,8,8","102,46,6",3.71037861719033e-05,0.544
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822422,55822662,"2,1,7","0,1,3","1,1,7","102,46,6",0.000215150214878596,0.544
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822362,55822662,55822722,"4,8,3","0,2,0","1,0,1","5,2,0",0.000218988658050055,0.544
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822299,55822422,55822422,55822692,"0,1,2","8,4,4","4,1,9","0,3,1",0.000404591730180737,-0.542
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822392,55822692,"0,1,2","25,1,13","11,1,2","0,0,6",0.000113976631109305,-0.539
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822212,55822422,"25,6,6","0,0,0","2,0,1","2,5,0",1.27175504924672e-05,0.539
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822422,"21,6,8","0,0,0","2,0,9","2,5,0",0.000242954978291623,0.539
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822422,"20,25,6","0,0,0","2,0,1","2,5,0",1.27175504924672e-05,0.539
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822362,"1,1,7","0,0,0","2,0,8","2,5,0",0.000233160048735386,0.538
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822275,55822422,"42,12,11","0,0,0","2,0,1","2,5,0",1.31537072218113e-05,0.538
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822392,55822722,"4,8,3","0,0,0","15,1,3","10,1,5",7.52099691237907e-08,0.536
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822455,55822662,"30,8,9","0,0,276","1,1,0","1,76,165",3.66027606075674e-06,0.535
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822272,55822482,"9,42,10","25,0,64","6,18,13","0,0,0",6.68327048697552e-06,-0.533
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822299,55822482,"9,29,10","25,0,64","6,18,13","0,0,0",4.90961335532768e-06,-0.533
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822332,55822482,"9,28,10","25,0,64","6,18,13","0,0,0",4.77642820558367e-06,-0.533
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822305,55822542,"11,17,7","25,0,64","19,24,13","0,0,0",1.9932154217988e-06,-0.532
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822299,55822422,"19,9,6","0,0,0","2,0,1","2,5,0",2.27437916708814e-05,0.532
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822335,55822662,"2,1,32","25,0,64","1,1,7","0,0,0",1.09424160202759e-06,-0.531
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822482,55822722,"4,8,3","0,0,0","8,1,6","10,1,5",2.81522418518701e-08,0.531
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822305,55822422,"20,6,6","0,0,0","2,0,1","2,5,0",2.61664315244674e-05,0.53
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822362,55822692,55822722,"4,6,2","0,2,0","1,0,1","5,2,0",0.000392289451467154,0.529
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822422,55822542,"6,10,4","11,9,5","13,8,8","0,1,0",5.2907840419494e-09,-0.526
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822542,55822692,"6,1,2","0,1,3","6,1,2","102,46,6",0.000133683090087129,0.524
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822455,55822662,"30,8,9","0,0,279","1,1,0","1,75,165",2.92523717006729e-06,0.524
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822692,55822692,55822722,"4,6,2","0,1,27","1,0,1","4,1,9",0.000802621133414919,0.523
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822305,55822482,"11,23,10","25,0,64","6,18,13","0,0,0",4.26889749674391e-06,-0.52
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822362,55822542,"13,40,7","25,0,64","44,24,14","0,0,0",2.45496828012466e-06,-0.52
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822335,55822722,"4,8,28","25,0,64","8,1,10","0,0,0",3.67374796814436e-06,-0.519
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822335,55822692,"0,1,27","11,9,5","4,1,9","0,1,0",1.72477986324712e-05,-0.518
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822692,"72,187,83","299,52,164","79,63,80","0,5,5",1.99306399373128e-09,-0.518
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822422,55822422,55822692,"0,1,2","37,8,12","4,1,9","0,5,5",0.000107203313792204,-0.518
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822272,55822692,"0,20,2","11,9,5","4,1,2","0,1,0",6.63078896802521e-05,-0.515
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822422,55822692,"0,1,2","15,21,7","4,1,9","0,5,5",0.000316606266532761,-0.514
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822692,"72,187,83","260,47,135","79,63,80","0,0,6",6.07516770223665e-11,-0.512
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822722,"76,194,84","299,52,164","83,63,81","0,5,5",2.18046226479204e-09,-0.512
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822662,"74,187,88","299,52,164","76,63,78","0,5,5",2.45388929258192e-09,-0.511
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822722,"76,194,84","260,47,135","83,63,81","0,0,6",6.08835835777826e-11,-0.507
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822422,"20,63,7","0,0,0","3,0,4","2,5,0",0.00026144632325538,0.506
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822422,55822692,"0,1,2","5,0,3","4,1,9","0,0,1",5.78908892489592e-05,-0.505
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822662,"6,24,7","1,0,2","26,1,1","6,4,8",0.000180516996697421,0.504
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822662,"74,187,88","260,47,135","76,63,78","0,0,6",7.1879242141686e-11,-0.504
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822542,55822602,"30,38,45","299,260,127","70,91,21","71,112,0",4.23128311907658e-06,-0.496
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822482,55822542,55822602,"30,38,45","300,259,122","70,91,21","69,112,0",4.6479278509426e-06,-0.495
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822602,"68,180,74","299,52,164","74,57,75","0,5,5",2.53678690434783e-09,-0.495
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822542,"9,17,7","0,0,0","26,24,13","108,50,0",2.21773214373336e-06,0.494
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822422,55822722,"4,8,3","0,0,0","8,1,10","10,1,5",9.62464002069604e-08,0.49
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822422,55822662,"2,1,7","4,5,0","1,1,7","0,0,1",0.00047727905050913,-0.49
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822542,55822602,"30,38,45","319,265,128","70,91,21","71,112,1",2.27525589615409e-06,-0.489
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822422,55822662,"2,1,7","4,6,0","1,1,7","0,0,1",0.00047217462111701,-0.489
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822362,55822692,"4,24,2","0,0,0","29,1,3","10,1,5",5.75453493090542e-07,0.486
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822602,"68,180,74","260,47,135","74,57,75","0,0,6",6.07516770223665e-11,-0.486
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822542,"64,172,71","304,56,163","71,59,73","2,0,1",4.84143974911026e-14,-0.483
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822482,55822692,"0,1,2","5,0,3","4,1,5","0,0,1",6.98497887162608e-05,-0.481
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822392,55822722,"4,8,3","11,9,5","15,1,3","0,1,0",4.25774109093368e-06,-0.48
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822422,55822722,"4,8,3","11,9,5","8,1,10","0,1,0",2.56311781769026e-06,-0.48
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822482,55822722,"4,8,3","11,9,5","8,1,6","0,1,0",5.78663302105269e-06,-0.48
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822392,55822692,"0,1,2","4,5,0","11,1,2","0,0,1",2.40718309967541e-05,-0.48
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822542,"64,172,71","285,50,157","71,59,73","0,0,0",0,-0.479
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822275,55822692,"22,7,7","25,0,64","4,1,2","0,0,0",6.51998494462742e-06,-0.478
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822482,55822602,"6,9,8","11,9,5","12,8,10","0,1,0",2.68787070671674e-08,-0.478
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822542,55822542,55822602,"30,38,45","299,274,125","70,91,21","69,113,2",1.5705902176697e-06,-0.478
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822662,55822722,"4,8,3","15,2,7","1,0,1","26,5,79",5.21441220112709e-07,0.478
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822542,55822602,"30,38,45","299,262,122","70,91,21","81,112,1",1.04691721321704e-05,-0.472
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822542,"9,17,7","0,1,3","26,24,13","102,46,6",2.51879908136209e-05,0.471
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822542,55822722,"10,8,3","1,0,2","10,1,3","6,4,8",0.000601126038666409,0.471
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822662,55822755,55822842,"114,149,105","286,51,164","77,84,58","1,1,0",0,-0.471
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822422,55822482,55822692,"0,1,2","37,8,12","4,1,5","0,5,5",0.000499776260157231,-0.471
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822335,55822542,"9,17,32","25,0,64","19,24,20","0,0,0",1.40917176948289e-06,-0.467
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822542,"64,155,68","299,52,164","71,56,72","0,5,5",3.21265552881062e-10,-0.466
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822335,55822662,"2,1,32","11,9,5","1,1,7","0,1,0",0.000148931481600469,-0.464
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822542,"13,40,7","0,0,0","44,24,14","108,50,0",7.98334347970732e-07,0.462
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822275,55822722,"26,14,8","25,0,64","8,1,3","0,0,0",1.19596021434956e-05,-0.46
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822335,55822482,"9,23,35","25,0,64","6,18,20","0,0,0",3.22207058298026e-06,-0.46
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822692,55822722,"4,6,2","15,2,7","1,0,1","26,5,79",2.85001824174985e-06,0.46
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822575,55822722,"5,8,3","299,52,164","8,1,3","0,5,5",0.00041304499428347,-0.459
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822422,55822422,55822692,"0,1,2","40,2,17","4,1,9","0,5,5",0.000212185612654819,-0.457
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822362,55822722,"8,31,3","0,0,0","33,1,4","10,1,5",5.82451198217938e-07,0.455
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822305,55822722,"6,8,3","11,9,5","8,1,3","0,1,0",1.97741663213363e-05,-0.453
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822392,55822542,"9,17,7","11,9,5","26,24,13","0,1,0",2.531158494607e-10,-0.453
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822542,"64,155,68","260,47,135","71,56,72","0,0,6",6.03502868594523e-12,-0.451
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822455,55822662,"30,8,9","2,1,282","1,1,0","1,78,165",1.88664780269472e-05,0.451
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822692,55822755,55822842,"114,149,105","284,51,159","77,84,58","4,1,2",1.49687026059897e-13,-0.449
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822602,"108,234,126","304,56,163","157,153,103","2,0,1",0,-0.446
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822362,55822482,"8,18,5","0,0,0","3,6,7","10,1,5",7.01840779493376e-07,0.445
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822755,55822842,"114,149,105","299,52,164","77,84,58","0,5,5",7.22074317742528e-12,-0.445
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822722,55822755,55822842,"114,149,105","288,58,160","77,84,58","8,1,3",5.5937004203509e-12,-0.442
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822332,55822722,"4,13,3","11,9,5","8,1,3","0,1,0",3.75222367353139e-05,-0.44
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822692,"72,187,83","293,73,167","79,63,80","6,18,13",1.48020475206927e-05,-0.44
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822602,"108,234,126","285,50,157","157,153,103","0,0,0",0,-0.439
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822149,55822275,55822424,"22,6,5","0,1,2","0,0,1","3,7,0",1.37434850346332e-05,0.438
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822482,55822662,"2,1,7","4,6,0","1,1,3","0,0,1",0.000615027396426689,-0.438
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822392,55822455,55822662,"30,8,9","0,16,4","1,1,0","1,4,5",0.000119063965420073,0.437
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822305,55822542,"11,17,7","11,9,5","19,24,13","0,1,0",7.45715521149346e-10,-0.436
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822722,"76,194,84","293,73,167","83,63,81","6,18,13",1.73326871623627e-05,-0.435
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822422,55822455,55822662,"30,8,9","0,17,4","1,1,0","1,4,6",0.000107203313792204,0.435
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822482,55822662,"2,1,7","4,5,0","1,1,3","0,0,1",0.000613904306247708,-0.435
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822299,55822722,"4,14,3","11,9,5","8,1,3","0,1,0",4.33325099447212e-05,-0.434
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822332,55822542,"9,22,7","11,9,5","19,24,13","0,1,0",4.66506314769453e-09,-0.433
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822575,55822782,"100,250,139","260,47,135","97,29,72","0,0,6",3.6671351002324e-09,-0.433
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822635,55822782,"100,259,138","260,47,135","97,29,72","0,0,6",4.91988179025503e-09,-0.431
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822662,"74,187,88","293,73,167","76,63,78","6,18,13",1.86913286569227e-05,-0.431
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822299,55822542,"9,23,7","11,9,5","19,24,13","0,1,0",6.21695097509791e-09,-0.43
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822275,55822542,"31,23,12","25,0,64","19,24,13","0,0,0",6.50882042898487e-06,-0.429
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822422,55822602,"42,40,35","0,0,0","45,36,47","108,50,0",5.4459114308125e-07,0.429
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822392,55822542,"9,17,7","299,259,122","26,24,13","75,116,0",0.000528313707292378,-0.428
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822362,55822482,"8,18,5","11,9,5","3,6,7","0,1,0",6.65284369695536e-06,-0.427
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822422,55822542,"6,10,4","15,59,8","13,8,8","1,5,8",0.000261108206600327,-0.426
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822422,55822692,"0,1,2","15,59,8","4,1,9","1,5,8",4.17855596702339e-05,-0.426
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822542,"64,172,71","260,49,132","71,59,73","12,0,1",1.44083565554659e-08,-0.426
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822755,55822842,"114,149,105","260,47,135","77,84,58","0,0,6",9.24931772962959e-14,-0.425
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822602,"68,180,74","293,73,167","74,57,75","6,18,13",1.95859653999422e-05,-0.425
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822662,55822722,"4,8,3","15,2,7","1,0,1","102,51,5",2.79412274658213e-07,0.423
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822392,55822692,"0,1,2","5,0,3","11,1,2","0,0,1",0.000115301173473081,-0.423
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822263,55822662,55822722,"4,8,3","0,0,2","1,0,1","2,4,0",0.000769212006702636,0.422
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822422,55822602,"42,40,35","0,1,3","45,36,47","102,46,6",3.38065051409705e-07,0.422
