"time","event","gene_id","strand","l_ES","l_EE","s_ES","s_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
70,"A3SS","Solyc04g071340.5","+",56078114,56078397,56078349,56078397,"121,104,53","0,0,0","44,88,56","8,7,23",4.07462866865952e-10,0.285
70,"A3SS","Solyc04g071340.5","+",56078020,56078397,56078349,56078397,"138,115,57","0,0,0","47,122,65","8,7,23",1.3334546059928e-09,0.257
80,"A3SS","Solyc04g071340.5","+",56078114,56078397,56078349,56078397,"100,111,125","5,2,0","104,37,54","11,17,16",3.73287388683312e-07,0.3
80,"A3SS","Solyc04g071340.5","+",56078020,56078397,56078349,56078397,"120,120,149","5,2,0","123,72,72","11,17,16",1.48182278150111e-07,0.224
90,"A3SS","Solyc04g071340.5","+",56077984,56078397,56078349,56078397,"41,54,85","5,0,1","19,39,54","26,17,23",5.27111999177113e-09,0.48
90,"A3SS","Solyc04g071340.5","+",56077998,56078397,56078349,56078397,"41,54,85","5,0,1","19,39,55","26,17,23",6.33950651178488e-09,0.478
90,"A3SS","Solyc04g071340.5","+",56078114,56078397,56078349,56078397,"56,81,100","5,0,1","35,71,71","26,17,23",5.50429613000196e-09,0.381
90,"A3SS","Solyc04g071340.5","+",56078020,56078397,56078349,56078397,"73,75,122","5,0,1","76,113,147","26,17,23",2.72774424356556e-07,0.246
120,"A3SS","Solyc04g071340.5","+",56078122,56078397,56078349,56078397,"93,20,70","0,0,5","29,22,40","16,8,21",2.45099274209485e-11,0.444
120,"A3SS","Solyc04g071340.5","+",56078114,56078397,56078349,56078397,"115,21,77","0,0,5","48,40,50","16,8,21",6.26403435429015e-09,0.343
120,"A3SS","Solyc04g071340.5","+",56078020,56078397,56078349,56078397,"114,38,95","0,0,5","93,76,79","16,8,21",1.24002736794879e-06,0.227
60,"A3SS","Solyc04g072450.3","-",57403038,57403358,57403038,57403327,"13,14,1","1,1,0","3,2,1","4,5,1",3.31765063957482e-05,0.584
70,"A3SS","Solyc04g072450.3","-",57403038,57403182,57403038,57403160,"4,2,1","7,4,3","4,4,8","0,2,0",0.000165787274608298,-0.592
80,"A3SS","Solyc04g072450.3","-",57403038,57403327,57403038,57403182,"0,9,0","12,3,6","1,1,4","0,0,0",5.11637917219088e-10,-0.799
15,"A3SS","Solyc04g078090.3","+",60922841,60922992,60922894,60922992,"40,23,24","103,90,100","0,8,6","60,78,76",6.41804956023487e-06,0.136
20,"A3SS","Solyc04g078090.3","+",60922841,60922992,60922894,60922992,"41,24,21","78,111,62","9,8,9","92,103,115",1.24927673047653e-05,0.147
10,"A3SS","Solyc04g080280.3","+",62491098,62491205,62491102,62491205,"24,0,0","0,6,4","32,34,14","0,0,0",0.000680322499750886,-0.667
40,"A3SS","Solyc04g080280.3","+",62492486,62492918,62492597,62492918,"236,289,214","309,302,230","339,344,342","213,201,300",0.00403275047730098,-0.12
50,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492597,62492921,"259,340,276","196,319,355","434,378,474","270,226,161",0.00589771528894175,-0.159
60,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492597,62492921,"272,304,216","280,367,284","407,421,339","169,224,219",2.99979864205131e-08,-0.195
70,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492597,62492921,"225,239,275","371,261,295","532,413,546","135,140,187",0,-0.332
70,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492631,62492921,"225,239,275","161,97,153","532,413,546","40,117,109",2.74561843527499e-05,-0.261
80,"A3SS","Solyc04g080280.3","+",62492486,62492918,62492597,62492918,"273,190,214","269,267,323","436,410,423","170,121,127",0,-0.326
80,"A3SS","Solyc04g080280.3","+",62492486,62492918,62492631,62492918,"273,190,214","109,103,131","436,410,423","68,101,78",1.41465528904846e-08,-0.225
90,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492597,62492921,"291,417,291","271,354,303","515,651,566","142,135,158",0,-0.314
90,"A3SS","Solyc04g080280.3","+",62492597,62492921,62492631,62492921,"271,354,303","102,133,102","142,135,158","93,127,118",2.10271618661991e-06,0.178
90,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492631,62492921,"291,417,291","102,133,102","515,651,566","93,127,118",0.000341115991129394,-0.124
105,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492597,62492921,"183,237,264","256,322,227","757,442,477","210,82,110",0,-0.385
105,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492631,62492921,"183,237,264","91,136,98","757,442,477","116,65,46",0,-0.277
120,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492597,62492921,"276,164,196","255,180,223","542,530,510","88,123,116",0,-0.382
120,"A3SS","Solyc04g080280.3","+",62492486,62492921,62492631,62492921,"276,164,196","122,95,75","542,530,510","36,89,83",4.04078011361494e-11,-0.274
120,"A3SS","Solyc04g080900.3","+",62917239,62917532,62917440,62917532,"51,31,47","0,0,0","36,42,47","7,9,9",1.69775896412367e-08,0.286
105,"A3SS","Solyc05g005180.3","+",213750,214157,214034,214157,"11,20,23","0,0,0","9,1,2","3,0,9",0.000182483812991075,0.433
120,"A3SS","Solyc05g005180.3","+",213750,214156,214034,214156,"10,11,8","0,0,0","2,0,3","2,3,13",3.13125869319397e-13,0.855
10,"A3SS","Solyc05g007880.4","-",2369428,2369779,2369428,2369746,"6,0,9","2,61,0","16,9,2","0,0,0",0.000601924833630452,-0.43
10,"A3SS","Solyc05g007880.4","-",2369428,2369766,2369428,2369746,"6,0,7","2,61,0","6,10,2","0,0,0",0.000725240277577453,-0.425
25,"A3SS","Solyc05g007880.4","-",2369428,2369779,2369428,2369746,"7,4,8","20,34,0","3,6,8","0,0,0",8.76682396389551e-05,-0.563
25,"A3SS","Solyc05g007880.4","-",2369428,2369752,2369428,2369746,"11,10,14","20,34,0","3,4,2","0,0,0",0.000225381882083066,-0.478
30,"A3SS","Solyc05g007880.4","-",2369428,2369779,2369428,2369746,"8,25,13","30,0,9","8,3,9","0,0,0",0.000452503724774215,-0.426
30,"A3SS","Solyc05g007880.4","-",2369428,2369752,2369428,2369746,"7,13,18","30,0,9","4,1,15","0,0,0",0.000660127471474531,-0.386
70,"A3SS","Solyc05g007880.4","-",2369428,2369769,2369428,2369752,"0,1,0","3,6,10","6,1,7","6,2,1",7.80390048377396e-05,-0.505
80,"A3SS","Solyc05g007880.4","-",2369428,2369779,2369428,2369746,"5,10,12","24,0,9","8,8,1","0,0,0",0.000206986175223265,-0.444
80,"A3SS","Solyc05g007880.4","-",2369428,2369752,2369428,2369746,"8,16,14","24,0,9","1,6,5","0,0,0",0.000386072184218198,-0.386
40,"A3SS","Solyc05g008060.4","+",2533990,2534291,2534214,2534291,"6,9,8","0,0,0","5,7,10","1,15,12",1.8949825478273e-07,0.601
40,"A3SS","Solyc05g008060.4","+",2533945,2534291,2534214,2534291,"7,17,11","0,0,0","5,12,13","1,15,12",1.62982123382836e-07,0.55
70,"A3SS","Solyc05g008060.4","+",2533945,2534291,2534214,2534291,"2,15,14","0,0,0","17,7,8","1,15,14",2.65543592204589e-06,0.565
80,"A3SS","Solyc05g008060.4","+",2533945,2534291,2534214,2534291,"6,4,3","0,0,0","13,9,8","12,10,10",6.16593678344918e-07,0.684
90,"A3SS","Solyc05g008060.4","+",2533970,2534289,2534214,2534289,"14,14,4","0,0,0","8,14,11","11,6,15",4.32267721617212e-09,0.642
90,"A3SS","Solyc05g008060.4","+",2533945,2534289,2534214,2534289,"16,24,6","0,0,0","10,14,11","11,6,15",2.24945743192081e-10,0.627
105,"A3SS","Solyc05g008060.4","+",2533970,2534291,2534214,2534291,"7,6,13","0,0,0","21,3,2","8,4,11",1.32743718350436e-08,0.692
105,"A3SS","Solyc05g008060.4","+",2533945,2534291,2534214,2534291,"8,6,14","0,0,0","21,4,6","8,4,11",4.55916957663374e-08,0.628
120,"A3SS","Solyc05g008060.4","+",2533990,2534291,2534214,2534291,"1,3,3","0,0,0","8,13,10","19,38,14",2.45425578119406e-06,0.806
15,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"156,116,87","372,362,229","164,160,165","225,260,202",2.17210290383299e-05,-0.143
20,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"93,106,98","286,232,230","189,189,202","212,255,346",0.00087048227304181,-0.133
50,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"148,145,139","329,362,477","255,183,215","390,238,369",0.000127838139868916,-0.122
70,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"120,182,92","347,380,294","175,247,204","303,271,287",0.000158330784767034,-0.143
80,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"119,125,109","287,285,322","170,195,135","251,274,193",0.000290026487690133,-0.123
105,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"80,84,100","280,302,293","193,177,180","255,272,202",2.05478710968971e-11,-0.195
120,"A3SS","Solyc05g010180.4","-",4426529,4426765,4426529,4426753,"103,95,63","342,223,251","169,169,218","282,342,274",0.000265688483791599,-0.135
40,"A3SS","Solyc05g016410.3","+",16247151,16247315,16247161,16247315,"0,0,0","3,5,3","4,0,4","0,7,0",0.000484971758204913,-0.667
50,"A3SS","Solyc05g016410.3","+",16246948,16247307,16247151,16247307,"4,14,18","7,0,8","27,26,24","0,0,0",0.000188132489234565,-0.416
60,"A3SS","Solyc05g016410.3","+",16246948,16247315,16247161,16247315,"14,23,12","0,1,0","8,11,10","1,5,3",0.000568109169602532,0.324
60,"A3SS","Solyc05g016410.3","+",16246948,16247315,16247151,16247315,"14,23,12","3,7,0","8,11,10","0,0,0",0.000703862919046314,-0.226
105,"A3SS","Solyc05g052600.4","+",62203337,62203724,62203539,62203724,"8,12,17","0,0,0","6,5,5","6,19,5",2.47335485426576e-12,0.739
105,"A3SS","Solyc05g052600.4","+",62203386,62203724,62203539,62203724,"8,13,17","0,0,0","10,5,5","6,19,5",8.08313416200576e-11,0.699
105,"A3SS","Solyc05g052600.4","+",62203302,62203724,62203539,62203724,"22,17,40","0,0,0","20,39,32","6,19,5",3.9728423652302e-08,0.369
120,"A3SS","Solyc05g052600.4","+",62203337,62203725,62203539,62203725,"4,4,8","0,0,0","2,9,2","3,10,13",2.04346738400486e-09,0.79
120,"A3SS","Solyc05g052600.4","+",62203302,62203725,62203539,62203725,"16,24,11","0,0,0","26,28,28","3,10,13",1.2918327577157e-06,0.362
15,"A3SS","Solyc05g052630.4","-",62241032,62241457,62241032,62241371,"3,8,8","0,0,0","5,4,11","0,11,6",0.000373432110198565,0.425
60,"A3SS","Solyc05g052630.4","-",62241032,62241371,62241032,62241130,"4,15,3","1,0,0","3,5,1","8,10,1",5.69222997949419e-07,0.659
60,"A3SS","Solyc05g052630.4","-",62241032,62241457,62241032,62241130,"10,20,6","1,0,0","8,9,7","8,10,1",4.11485870292307e-05,0.471
60,"A3SS","Solyc05g052630.4","-",62241032,62241457,62241032,62241371,"9,18,3","2,13,0","5,5,6","0,0,0",0.00043171738470959,-0.264
70,"A3SS","Solyc05g052630.4","-",62240712,62241130,62240712,62240864,"7,1,15","0,0,0","11,7,8","3,5,0",0.00096516634969771,0.314
60,"A3SS","Solyc05g052950.4","-",62517578,62517626,62517578,62517622,"166,215,159","380,477,399","152,197,134","207,248,137",6.24444767821521e-06,-0.153
70,"A3SS","Solyc05g052950.4","-",62517578,62517626,62517578,62517622,"229,161,196","511,356,363","183,153,240","181,217,274",0.000123168597441964,-0.136
80,"A3SS","Solyc05g052950.4","-",62517578,62517626,62517578,62517622,"158,141,160","364,348,442","141,190,172","164,245,204",2.09126376737838e-07,-0.165
90,"A3SS","Solyc05g052950.4","-",62517578,62517626,62517578,62517622,"149,224,146","400,562,428","189,220,255","238,224,261",3.2631675139778e-13,-0.206
105,"A3SS","Solyc05g052950.4","-",62517578,62517626,62517578,62517622,"105,141,119","356,340,288","241,205,209","249,198,205",0,-0.229
120,"A3SS","Solyc05g052950.4","-",62517578,62517626,62517578,62517622,"157,85,92","364,252,285","165,233,224","172,173,205",0,-0.261
70,"A3SS","Solyc05g053930.4","+",63340056,63340463,63340339,63340463,"35,32,23","0,3,0","19,27,19","6,10,5",7.46245495151729e-05,0.333
105,"A3SS","Solyc05g053930.4","+",63340056,63340463,63340339,63340463,"23,17,45","0,3,0","5,3,17","15,7,6",4.60401761705529e-07,0.611
120,"A3SS","Solyc05g053930.4","+",63340169,63340463,63340339,63340463,"23,18,25","0,3,0","8,9,9","9,3,12",5.76393548671326e-06,0.523
120,"A3SS","Solyc05g053930.4","+",63340056,63340463,63340339,63340463,"29,23,27","0,3,0","9,10,17","9,3,12",3.52582962333964e-06,0.473
60,"A3SS","Solyc05g055430.4","-",64470234,64470352,64470234,64470317,"81,98,53","174,163,122","115,110,95","96,109,106",7.71879431004532e-05,-0.167
80,"A3SS","Solyc05g055430.4","-",64471466,64471681,64471466,64471512,"1,0,1","2,2,0","11,8,7","0,0,0",0.000371805200938003,-0.6
105,"A3SS","Solyc05g055430.4","-",64470234,64470352,64470234,64470317,"78,120,103","152,178,157","133,91,109","117,82,89",0.00037820259686198,-0.152
120,"A3SS","Solyc05g055430.4","-",64470234,64470352,64470234,64470317,"78,62,92","182,143,150","104,129,98","109,100,95",2.76825119984553e-06,-0.184
30,"A3SS","Solyc05g150106.1","+",2929343,2929764,2929711,2929764,"30,26,33","0,0,0","17,19,30","5,0,5",0.000875902429302201,0.207
80,"A3SS","Solyc05g150106.1","+",2929343,2929764,2929711,2929764,"37,34,27","10,4,1","32,33,31","0,0,0",7.06629867559521e-05,-0.203
120,"A3SS","Solyc05g150106.1","+",2929343,2929764,2929711,2929764,"64,35,30","0,0,0","21,15,40","16,12,5",2.03644108473008e-09,0.473
70,"A3SS","Solyc06g005160.4","+",203888,204105,204002,204105,"40,10,42","0,0,0","23,14,20","1,4,7",4.78072688897353e-05,0.263
70,"A3SS","Solyc06g005160.4","+",203798,204105,204002,204105,"99,61,101","0,0,0","74,69,44","1,4,7",0.000892357312188331,0.124
90,"A3SS","Solyc06g005160.4","+",203798,204105,204002,204105,"85,109,84","0,0,0","59,52,75","6,5,2",0.000158619258753175,0.127
90,"A3SS","Solyc06g005160.4","+",203779,204105,204002,204105,"81,121,90","0,0,0","70,60,91","6,5,2",0.000386634332918517,0.11
105,"A3SS","Solyc06g005160.4","+",203888,204104,204002,204104,"32,34,14","0,0,1","22,13,23","1,5,10",9.45383604148374e-05,0.267
105,"A3SS","Solyc06g005160.4","+",203798,204104,204002,204104,"71,102,40","0,0,1","53,36,69","1,5,10",8.65185256650914e-05,0.143
105,"A3SS","Solyc06g005160.4","+",203779,204104,204002,204104,"84,114,49","0,0,1","60,40,73","1,5,10",7.69577219231195e-05,0.136
20,"A3SS","Solyc06g005710.3","+",776540,776956,776620,776956,"52,64,10","0,0,0","34,23,27","24,0,4",0.000173802650823495,0.235
30,"A3SS","Solyc06g005710.3","+",776540,776956,776616,776956,"32,43,32","0,0,0","1,20,51","2,56,23",5.95481997048108e-13,0.655
40,"A3SS","Solyc06g005710.3","+",776540,776956,776620,776956,"44,35,24","1,0,0","34,35,41","49,46,0",0.000126996566789652,0.441
50,"A3SS","Solyc06g005710.3","+",776540,776956,776616,776956,"46,54,74","0,16,25","37,33,10","0,0,0",2.51205015873627e-05,-0.216
80,"A3SS","Solyc06g005710.3","+",776540,776956,776620,776956,"57,39,36","0,0,0","33,28,29","34,30,0",5.32600824868413e-06,0.412
120,"A3SS","Solyc06g005710.3","+",776540,776956,776620,776956,"84,36,47","30,48,0","32,33,19","0,0,0",3.7619206459913e-05,-0.342
50,"A3SS","Solyc06g008960.3","+",2891398,2891513,2891403,2891513,"31,52,12","0,0,0","67,25,22","9,6,11",1.35107519272088e-06,0.221
70,"A3SS","Solyc06g008960.3","+",2891398,2891513,2891403,2891513,"43,50,26","0,3,0","26,22,35","4,4,11",0.000191820633084879,0.161
80,"A3SS","Solyc06g008960.3","+",2891398,2891513,2891403,2891513,"19,23,23","0,1,1","24,34,18","7,6,19",5.48686978340434e-05,0.274
20,"A3SS","Solyc06g009340.4","+",3293379,3293842,3293819,3293842,"11,20,16","12,18,14","3,2,6","18,9,29",0.000346082069038869,0.255
40,"A3SS","Solyc06g009340.4","+",3293349,3293842,3293819,3293842,"16,13,7","13,10,6","7,4,3","24,15,31",0.000183431281056044,0.284
50,"A3SS","Solyc06g009340.4","+",3293349,3293842,3293819,3293842,"14,22,32","11,39,19","8,2,6","17,31,43",0.000216178057633968,0.26
50,"A3SS","Solyc06g009340.4","+",3293665,3293842,3293819,3293842,"15,18,28","11,39,19","7,1,5","17,31,43",0.000138722455119956,0.258
60,"A3SS","Solyc06g009340.4","+",3293349,3293842,3293819,3293842,"15,18,7","19,22,12","1,4,3","20,26,40",3.13279929784255e-06,0.223
60,"A3SS","Solyc06g009340.4","+",3293379,3293842,3293819,3293842,"14,18,8","19,22,12","2,3,3","20,26,40",3.13279929784255e-06,0.223
70,"A3SS","Solyc06g009340.4","+",3293379,3293842,3293819,3293842,"12,27,16","12,13,30","6,3,2","17,27,23",0.00052720582717292,0.269
80,"A3SS","Solyc06g009340.4","+",3293349,3293842,3293819,3293842,"11,13,15","14,11,28","2,0,2","16,4,17",0.000485373397008665,0.25
90,"A3SS","Solyc06g009340.4","+",3293379,3293842,3293819,3293842,"33,18,11","40,18,22","0,3,6","18,34,39",3.34142710247295e-07,0.237
105,"A3SS","Solyc06g009340.4","+",3293349,3293842,3293819,3293842,"17,16,16","13,29,22","3,2,0","34,20,24",8.61314974808112e-08,0.263
105,"A3SS","Solyc06g009340.4","+",3293665,3293842,3293819,3293842,"12,5,7","13,29,22","0,1,0","34,20,24",6.87374476029732e-06,0.169
120,"A3SS","Solyc06g009340.4","+",3293349,3293842,3293819,3293842,"11,5,16","27,23,15","2,2,1","17,24,37",0.000211266649829814,0.169
120,"A3SS","Solyc06g009340.4","+",3293379,3293842,3293819,3293842,"10,5,14","27,23,15","2,2,1","17,24,37",0.000402343208185393,0.154
50,"A3SS","Solyc06g011530.3","+",8070902,8071304,8071294,8071304,"90,78,91","1,2,0","52,44,54","11,8,7",1.44653938838771e-07,0.233
70,"A3SS","Solyc06g011530.3","+",8070902,8071304,8071294,8071304,"101,85,90","0,0,1","46,29,53","11,0,9",5.48795495500621e-06,0.185
90,"A3SS","Solyc06g011530.3","+",8070902,8071304,8071294,8071304,"101,108,108","1,1,2","39,47,54","13,9,0",0.00024097700233187,0.201
105,"A3SS","Solyc06g011530.3","+",8070902,8071304,8071294,8071304,"84,86,80","4,3,2","66,29,36","15,4,8",0.000224632133610868,0.212
120,"A3SS","Solyc06g011530.3","+",8070902,8071304,8071294,8071304,"95,66,90","0,3,5","42,31,40","7,11,8",4.56631638065415e-05,0.256
5,"A3SS","Solyc06g019200.4","-",16326904,16326973,16326904,16326958,"4,4,8","0,7,12","10,12,2","0,0,0",0.00012814956222177,-0.427
20,"A3SS","Solyc06g019200.4","-",16326721,16326967,16326721,16326832,"6,7,4","0,0,0","2,2,2","10,10,0",2.53636053509933e-05,0.603
20,"A3SS","Solyc06g019200.4","-",16326721,16326961,16326721,16326832,"7,7,5","0,0,0","3,2,3","10,10,0",5.03152924964852e-05,0.588
20,"A3SS","Solyc06g019200.4","-",16326904,16326973,16326904,16326958,"6,6,7","11,0,7","6,1,5","0,0,0",0.00025369727801201,-0.398
20,"A3SS","Solyc06g019200.4","-",16326721,16326973,16326721,16326832,"37,44,25","0,0,0","28,30,27","10,10,0",4.52138536291075e-05,0.268
70,"A3SS","Solyc06g019200.4","-",16326721,16326973,16326721,16326961,"29,27,25","0,0,0","22,22,32","4,3,5",0.000759262243335076,0.145
105,"A3SS","Solyc06g019200.4","-",16326241,16326301,16326241,16326299,"4,4,10","21,12,25","2,1,0","41,38,23",7.48481929667066e-05,0.206
120,"A3SS","Solyc06g019200.4","-",16326904,16326961,16326904,16326958,"4,6,2","1,3,0","1,0,1","21,17,5",5.58226496354736e-08,0.75
120,"A3SS","Solyc06g019200.4","-",16326721,16326961,16326721,16326832,"14,6,15","0,0,0","2,15,2","8,2,8",1.07394840143294e-07,0.654
120,"A3SS","Solyc06g019200.4","-",16326904,16326973,16326904,16326958,"10,6,11","1,3,0","1,2,9","21,17,5",0.000123578863644655,0.596
120,"A3SS","Solyc06g019200.4","-",16326721,16326973,16326721,16326832,"45,29,32","0,0,0","18,36,11","8,2,8",1.45617321599183e-06,0.383
15,"A3SS","Solyc06g036260.3","-",23586609,23586917,23586609,23586884,"16,17,7","0,0,0","0,9,7","112,124,61",0,0.953
15,"A3SS","Solyc06g036260.3","-",23586609,23586887,23586609,23586884,"52,13,39","0,0,0","80,0,57","112,124,61",0,0.703
15,"A3SS","Solyc06g036260.3","-",23587140,23587598,23587140,23587593,"56,41,29","13,12,9","45,71,51","5,4,0",0.000787085444435239,-0.17
20,"A3SS","Solyc06g036260.3","-",23587140,23587596,23587140,23587593,"36,41,41","0,3,0","12,9,16","6,16,4",3.14939378397697e-06,0.372
20,"A3SS","Solyc06g036260.3","-",23587140,23587598,23587140,23587593,"64,46,97","0,3,0","48,73,42","6,16,4",2.24033157942959e-05,0.109
60,"A3SS","Solyc06g036260.3","-",23586609,23586917,23586609,23586884,"13,26,13","0,0,0","5,20,8","92,175,0",3.13279929784255e-06,0.624
90,"A3SS","Solyc06g036260.3","-",23587140,23587598,23587140,23587596,"58,47,19","0,0,2","6,5,23","6,11,0",0.000359996344754519,0.366
90,"A3SS","Solyc06g036260.3","-",23587140,23587598,23587140,23587593,"115,66,61","0,4,0","38,32,45","0,7,17",4.15856602363045e-05,0.135
120,"A3SS","Solyc06g036260.3","-",23587140,23587598,23587140,23587593,"110,68,73","0,0,0","19,96,23","7,0,13",5.27502456127155e-06,0.215
40,"A3SS","Solyc06g050230.4","-",30496869,30496978,30496869,30496972,"0,0,1","2,2,2","0,9,6","3,0,0",0.000334863875910323,-0.558
105,"A3SS","Solyc06g050230.4","-",30496869,30496978,30496869,30496972,"1,0,4","3,9,3","3,2,2","0,0,1",6.77935124114169e-05,-0.618
120,"A3SS","Solyc06g050230.4","-",30496869,30496978,30496869,30496972,"3,1,1","8,2,9","2,3,1","0,0,0",2.47942009780292e-09,-0.771
90,"A3SS","Solyc06g050900.3","+",31507554,31508111,31507937,31508111,"296,364,283","0,0,4","251,190,202","21,17,12",7.64804886089236e-13,0.125
120,"A3SS","Solyc06g050900.3","+",31507554,31508111,31507937,31508111,"293,220,271","4,4,0","185,189,190","6,19,21",7.78211766508416e-08,0.116
105,"A3SS","Solyc06g051400.3","+",32527937,32528313,32528184,32528313,"96,131,145","0,0,0","198,144,140","7,24,2",3.48480171437462e-06,0.115
120,"A3SS","Solyc06g051400.3","+",32527937,32528313,32528184,32528313,"178,133,106","0,0,0","112,205,164","21,8,13",2.41686202234372e-09,0.161
20,"A3SS","Solyc06g066640.3","+",39517084,39517510,39517194,39517510,"0,0,0","9,11,25","0,115,21","15,3,0",1.3547703457409e-05,-0.652
20,"A3SS","Solyc06g066640.3","+",39517084,39517510,39517088,39517510,"0,0,0","73,75,67","0,115,21","84,73,57",1.54872337583703e-05,-0.29
25,"A3SS","Solyc06g066640.3","+",39517084,39517510,39517088,39517510,"0,0,0","43,73,51","0,29,89","15,60,71",3.87090763128508e-07,-0.29
70,"A3SS","Solyc06g066640.3","+",39517088,39517510,39517194,39517510,"65,88,84","0,5,0","96,32,56","23,33,3",0.000218057611863822,0.308
80,"A3SS","Solyc06g066640.3","+",39517084,39517510,39517194,39517510,"0,0,0","11,13,17","0,26,15","7,0,22",0.00088915918422848,-0.427
90,"A3SS","Solyc06g066640.3","+",39517088,39517510,39517194,39517510,"91,169,0","11,8,25","86,95,2","0,0,0",2.3933760435745e-05,-0.415
70,"A3SS","Solyc06g069090.3","-",40515360,40515538,40515360,40515484,"15,1,5","0,0,0","16,12,8","3,7,3",3.1101251147722e-05,0.328
90,"A3SS","Solyc06g069090.3","-",40515360,40515538,40515360,40515484,"4,6,9","0,0,0","14,22,13","10,0,9",0.0001471059092795,0.326
105,"A3SS","Solyc06g069090.3","-",40515360,40515538,40515360,40515484,"11,9,5","0,0,0","13,26,19","1,8,12",5.0343038465577e-05,0.284
120,"A3SS","Solyc06g069090.3","-",40515360,40515538,40515360,40515484,"9,20,5","0,0,0","10,15,4","8,9,10",7.98756694120094e-09,0.582
10,"A3SS","Solyc06g075080.4","-",44247457,44247874,44247457,44247507,"35,36,34","3,6,3","33,42,46","0,0,0",0.000407405880884321,-0.182
30,"A3SS","Solyc06g075080.4","-",44246400,44246529,44246400,44246522,"22,16,23","16,23,24","37,44,26","6,7,7",1.89776781962893e-05,-0.349
90,"A3SS","Solyc06g075080.4","-",44246400,44246529,44246400,44246526,"0,0,0","35,18,10","3,6,6","21,27,14",4.33900470047028e-05,-0.199
105,"A3SS","Solyc06g075080.4","-",44246400,44246529,44246400,44246526,"0,0,0","12,10,12","13,2,11","27,28,15",3.02921375131555e-05,-0.268
15,"A3SS","Solyc06g075520.3","+",44587740,44587872,44587754,44587872,"3,18,1","13,1,15","10,9,12","0,0,0",1.37394175643639e-05,-0.609
20,"A3SS","Solyc06g075520.3","+",44587740,44587872,44587754,44587872,"13,4,16","16,10,11","7,6,4","0,1,0",2.04259744165042e-05,-0.527
25,"A3SS","Solyc06g075520.3","+",44587740,44587872,44587754,44587872,"6,12,12","2,12,3","9,23,20","1,0,0",5.48962004472129e-05,-0.299
40,"A3SS","Solyc06g075520.3","+",44587740,44587872,44587754,44587872,"10,22,5","0,0,0","4,2,2","9,4,6",8.20524600645137e-12,0.721
105,"A3SS","Solyc06g075520.3","+",44587740,44587872,44587754,44587872,"18,5,7","0,0,0","15,3,18","5,3,3",0.000197550940364305,0.314
120,"A3SS","Solyc06g075520.3","+",44587740,44587872,44587754,44587872,"7,3,4","11,0,12","9,11,14","0,0,0",2.71754580772869e-05,-0.466
120,"A3SS","Solyc06g076050.4","+",44908502,44908863,44908791,44908863,"4,3,3","0,0,0","13,9,9","0,23,28",2.71996684567382e-05,0.566
90,"A3SS","Solyc06g076400.3","+",45153766,45154109,45153791,45154109,"5,13,4","151,266,177","14,11,4","64,33,51",8.20571856692695e-05,-0.119
105,"A3SS","Solyc06g076400.3","+",45153739,45154109,45153766,45154109,"0,0,0","6,9,14","7,0,3","20,6,2",0.00534126419754062,-0.263
5,"A3SS","Solyc06g150131.1","-",42123024,42123180,42123024,42123128,"19,34,19","2,0,0","26,13,17","7,18,3",0.00014662470532091,0.328
5,"A3SS","Solyc06g150131.1","-",42123024,42123146,42123024,42123128,"84,69,47","2,0,0","86,67,81","7,18,3",0.000129107101612657,0.11
50,"A3SS","Solyc06g150131.1","-",42123075,42123180,42123075,42123146,"14,7,21","69,61,81","1,6,1","61,63,59",0.00055983205997268,0.101
60,"A3SS","Solyc06g150131.1","-",42123075,42123180,42123075,42123128,"10,20,42","0,0,0","8,7,19","2,5,3",9.8221595231941e-05,0.306
50,"A3SS","Solyc07g005510.3","+",389477,389797,389480,389797,"3,1,4","13,20,38","21,3,7","4,1,2",4.61471337332597e-12,-0.677
60,"A3SS","Solyc07g005510.3","+",389477,389799,389646,389799,"8,6,7","251,259,366","10,15,10","0,272,2",0.000271388810108798,-0.568
90,"A3SS","Solyc07g005510.3","+",389477,389797,389480,389797,"23,24,20","23,42,12","3,3,6","0,0,0",1.43549476244601e-06,-0.509
50,"A3SS","Solyc07g008260.3","-",2991346,2991608,2991346,2991541,"3,8,11","2,0,1","7,1,2","9,8,4",0.000771639873909827,0.57
60,"A3SS","Solyc07g008260.3","-",2990414,2990902,2990414,2990754,"5,4,12","0,0,0","2,5,11","0,5,3",0.000860213928316768,0.339
