"time","event","gene_id","strand","ri_ES","ri_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
15,"RI","Solyc05g014760.3","+",8978387,8978582,"13,30,18","50,69,55","4,2,2","30,46,27",0.000163100664546223,0.128
70,"RI","Solyc05g014760.3","+",8978387,8978582,"2,0,5","70,62,80","20,14,24","34,26,46",0,-0.242
90,"RI","Solyc05g014760.3","+",8978387,8978582,"8,6,3","85,105,65","17,12,8","35,28,23",9.14785087404138e-08,-0.172
105,"RI","Solyc05g014760.3","+",8978430,8978787,"4,17,10","19,17,20","38,34,25","11,9,4",5.88313305810612e-07,-0.482
105,"RI","Solyc05g014760.3","+",8978430,8978787,"4,17,10","47,33,16","43,34,25","30,23,13",1.20392276015438e-05,-0.309
105,"RI","Solyc05g014760.3","+",8978387,8978582,"0,0,1","57,53,35","26,22,7","44,32,33",3.58090689419712e-14,-0.228
90,"RI","Solyc05g016030.3","+",13673029,13673335,"17,58,21","266,358,246","108,89,122","252,307,217",0,-0.153
105,"RI","Solyc05g016030.3","+",13673000,13673489,"29,12,32","203,187,198","64,93,71","229,190,188",2.80781235407948e-10,-0.117
120,"RI","Solyc05g016030.3","+",13673029,13673335,"38,10,16","262,196,270","83,93,127","203,239,299",0,-0.158
105,"RI","Solyc05g050800.3","-",60371399,60371877,"0,0,2","467,527,352","65,81,88","364,408,362",0,-0.105
120,"RI","Solyc05g050800.3","-",60371399,60371877,"6,4,8","431,299,452","105,64,83","362,412,374",0,-0.104
70,"RI","Solyc05g052300.4","-",61968976,61969425,"40,14,20","83,84,93","19,3,14","412,431,341",0,0.124
80,"RI","Solyc05g052300.4","-",61968976,61969419,"19,38,34","95,113,134","10,9,2","366,332,328",0,0.123
90,"RI","Solyc05g052300.4","-",61968976,61969419,"35,78,70","145,208,174","11,24,9","395,331,393",0,0.144
90,"RI","Solyc05g052310.3","+",61978573,61978889,"8,7,1","0,3,0","0,2,2","8,22,11",1.64657085331842e-07,0.804
105,"RI","Solyc05g052310.3","+",61978573,61978889,"6,5,1","1,0,0","0,1,1","7,6,9",2.12070672519285e-11,0.873
60,"RI","Solyc05g052910.4","-",62474546,62474929,"3,9,2","87,102,87","16,14,20","54,74,48",2.81929747865089e-07,-0.134
70,"RI","Solyc05g052910.4","-",62474546,62474929,"2,11,3","78,67,78","20,12,26","67,54,50",2.66783467185787e-06,-0.137
80,"RI","Solyc05g052910.4","-",62474546,62474929,"3,1,5","60,54,77","23,19,8","65,50,41",1.11075363431695e-07,-0.141
80,"RI","Solyc05g052910.4","-",62474802,62475135,"0,2,12","49,35,74","21,15,18","81,72,33",0.000916423435013737,-0.129
90,"RI","Solyc05g052910.4","-",62474546,62474929,"8,6,4","107,96,85","15,31,12","51,80,95",8.63446252993649e-06,-0.11
90,"RI","Solyc05g052910.4","-",62474348,62474616,"13,3,4","85,101,83","16,13,23","42,71,71",1.6519034747153e-05,-0.102
120,"RI","Solyc05g052910.4","-",62474546,62474929,"8,6,10","75,74,82","30,18,21","43,53,70",6.04904671814063e-06,-0.159
120,"RI","Solyc05g052910.4","-",62474348,62474614,"5,14,9","83,72,68","25,11,20","41,38,64",0.000282639242678234,-0.115
50,"RI","Solyc05g052950.4","-",62518947,62519428,"10,7,7","2,4,6","8,13,11","0,0,0",8.77921155939956e-08,-0.484
15,"RI","Solyc05g053130.3","+",62634210,62634462,"4,12,2","4,1,7","6,4,5","0,1,0",0.000849005884161709,-0.438
20,"RI","Solyc05g053130.3","+",62634210,62634462,"3,4,7","3,3,1","6,9,5","0,1,0",0.000330314272470904,-0.411
80,"RI","Solyc05g053210.4","+",62740248,62740553,"41,44,74","946,874,855","101,103,199","427,493,434",0,-0.116
90,"RI","Solyc05g053210.4","+",62740325,62740553,"145,64,64","1023,1114,983","138,191,178","505,493,578",0,-0.112
10,"RI","Solyc05g054740.3","+",63980240,63980685,"6,5,5","0,0,0","4,4,7","4,1,3",6.91727663430295e-06,0.487
50,"RI","Solyc05g054740.3","+",63984051,63984304,"4,5,4","0,0,0","14,11,11","4,6,3",2.51190092395791e-06,0.384
60,"RI","Solyc05g054740.3","+",63984882,63985349,"6,8,5","0,0,0","15,24,8","0,6,5",0.000157376424093891,0.296
80,"RI","Solyc05g054740.3","+",63982941,63983390,"26,23,19","0,0,1","31,21,24","0,4,9",0.000593006006954314,0.203
105,"RI","Solyc05g054740.3","+",63982941,63983390,"27,59,32","2,4,0","14,14,17","10,4,8",8.70852971856066e-06,0.396
15,"RI","Solyc05g150106.1","+",2929343,2929655,"23,21,7","5,9,4","23,14,11","0,0,1",1.52413807283068e-05,-0.374
90,"RI","Solyc05g150106.1","+",2929343,2929764,"11,14,15","48,66,36","12,18,26","24,17,26",0.000922264003836434,-0.169
70,"RI","Solyc06g005110.3","+",147993,148280,"160,166,208","3,1,2","155,131,110","15,19,21",1.83849882814773e-12,0.199
90,"RI","Solyc06g005110.3","+",147993,148280,"249,300,227","1,0,1","158,150,162","15,18,14",0,0.161
105,"RI","Solyc06g005110.3","+",147993,148280,"161,184,189","0,12,1","163,151,112","30,22,13",2.32506038754757e-09,0.186
120,"RI","Solyc06g005110.3","+",147993,148280,"196,154,170","3,3,0","99,131,91","10,32,6",1.28102028984486e-09,0.182
10,"RI","Solyc06g007350.4","+",1400884,1401332,"37,36,47","4,7,4","71,75,41","2,1,0",0.000954293175523337,-0.153
40,"RI","Solyc06g007350.4","+",1401061,1401332,"10,4,10","3,7,0","19,9,24","0,0,0",0.000516308027892334,-0.349
50,"RI","Solyc06g007350.4","+",1400884,1401132,"53,54,55","8,1,14","68,55,67","1,0,1",1.54139664250509e-05,-0.161
90,"RI","Solyc06g007350.4","+",1401061,1401332,"13,48,6","12,0,3","24,31,20","0,0,1",0.000288118357365325,-0.318
80,"RI","Solyc06g011530.3","+",8070902,8071304,"182,187,143","36,36,39","57,62,47","44,35,58",2.8331132195425e-08,0.312
90,"RI","Solyc06g011530.3","+",8070902,8071304,"186,216,172","52,51,46","102,80,89","52,47,63",3.23966284890668e-06,0.201
90,"RI","Solyc06g048940.4","+",29687293,29687775,"0,38,9","238,322,190","41,35,51","170,131,156",5.58633599149241e-14,-0.114
105,"RI","Solyc06g048940.4","+",29687293,29687775,"2,9,9","155,186,212","41,45,31","158,99,126",0,-0.141
105,"RI","Solyc06g048940.4","+",29687639,29688017,"3,11,13","221,235,229","40,44,41","207,120,157",0,-0.119
120,"RI","Solyc06g048940.4","+",29687639,29688017,"5,5,9","241,192,214","28,51,48","136,171,159",0,-0.123
120,"RI","Solyc06g048940.4","+",29687313,29687777,"20,5,12","220,159,225","49,58,34","129,193,181",3.30122814330882e-13,-0.115
30,"RI","Solyc06g050630.3","-",31099114,31099335,"4,5,0","94,81,50","42,14,25","38,44,51",6.32660590582125e-12,-0.262
30,"RI","Solyc06g050630.3","-",31099114,31099602,"6,5,3","106,60,72","43,15,23","43,42,70",1.88922018350128e-09,-0.197
30,"RI","Solyc06g050630.3","-",31098897,31099162,"8,6,3","99,105,72","24,16,43","46,65,57",6.14052926154356e-11,-0.172
40,"RI","Solyc06g050630.3","-",31099114,31099335,"1,1,2","86,79,70","16,20,12","59,54,36",5.90408225454766e-13,-0.168
40,"RI","Solyc06g050630.3","-",31099114,31099602,"5,9,4","72,77,44","21,25,15","66,39,60",8.15817564623448e-05,-0.132
90,"RI","Solyc06g050630.3","-",31099114,31099335,"4,11,4","50,137,71","20,32,27","63,34,55",1.23659308354103e-09,-0.225
90,"RI","Solyc06g050630.3","-",31099114,31099602,"4,11,3","53,122,50","31,12,22","80,43,57",4.20605897730966e-07,-0.126
70,"RI","Solyc06g051210.3","-",32167064,32167556,"3,0,8","6,3,0","13,3,2","0,0,0",9.5655951367368e-05,-0.583
105,"RI","Solyc06g051210.3","-",32167064,32167556,"7,3,1","3,1,2","7,8,5","0,0,0",0.000384366804897623,-0.492
105,"RI","Solyc06g051210.3","-",32168914,32169401,"2,2,0","100,142,104","27,23,10","106,50,54",0,-0.123
120,"RI","Solyc06g051210.3","-",32168914,32169401,"3,1,8","154,90,87","29,11,47","62,103,83",2.80145137856617e-12,-0.134
120,"RI","Solyc06g051210.3","-",32167064,32167556,"2,5,6","123,103,96","37,13,19","98,96,110",4.51440807248492e-08,-0.103
15,"RI","Solyc06g051380.3","+",32497281,32497757,"0,0,4","24,27,30","8,5,7","4,16,21",0.000424416424924886,-0.269
90,"RI","Solyc06g051380.3","+",32489078,32489437,"10,8,9","3,1,2","0,0,0","1,1,3",2.40684914524103e-08,0.706
90,"RI","Solyc06g051380.3","+",32488945,32489168,"22,15,4","5,5,4","4,18,4","0,0,0",1.4754458503273e-06,-0.4
105,"RI","Solyc06g051380.3","+",32488945,32489168,"5,12,6","0,1,0","1,3,6","5,0,3",0.000960260234498218,0.401
70,"RI","Solyc06g051570.4","-",32853258,32853746,"10,3,7","0,1,0","5,7,3","1,4,4",0.000190961817621006,0.382
70,"RI","Solyc06g051570.4","-",32866047,32866259,"36,15,18","55,30,50","8,9,6","44,36,59",0.000478403601454864,0.143
80,"RI","Solyc06g051570.4","-",32853258,32853746,"1,5,11","0,0,0","4,5,3","7,0,3",4.57678777200624e-05,0.482
120,"RI","Solyc06g051570.4","-",32853580,32853902,"4,0,0","47,34,31","8,5,10","25,27,30",1.72543630854969e-05,-0.135
60,"RI","Solyc06g053630.3","-",34251338,34251835,"2,3,4","1,13,9","14,18,5","0,0,0",3.03506518730211e-12,-0.726
70,"RI","Solyc06g053630.3","-",34251338,34251823,"3,0,6","340,299,272","78,66,37","229,205,213",0,-0.148
80,"RI","Solyc06g053630.3","-",34251338,34251835,"3,1,19","256,255,330","45,45,31","224,183,173",0,-0.106
90,"RI","Solyc06g053630.3","-",34251338,34251835,"1,9,1","332,433,314","60,57,57","234,224,308",0,-0.128
120,"RI","Solyc06g053630.3","-",34251338,34251823,"6,21,4","292,212,245","103,65,74","206,241,293",0,-0.153
15,"RI","Solyc06g054540.3","-",35087714,35088099,"102,59,62","96,98,63","19,14,24","86,80,50",3.64979053321405e-06,0.181
20,"RI","Solyc06g054540.3","-",35087714,35088099,"66,68,48","79,81,72","27,43,40","101,101,117",6.9057424909415e-05,0.136
105,"RI","Solyc06g059800.3","+",35385792,35386259,"70,32,40","8,9,7","8,11,3","12,13,7",1.18797795886301e-07,0.491
120,"RI","Solyc06g059800.3","+",35385792,35386259,"51,32,44","11,3,7","4,10,15","6,8,9",0.000598824040691814,0.403
70,"RI","Solyc06g060670.4","+",36362558,36362941,"0,0,0","27,27,39","4,5,11","26,24,16",4.95600282496519e-07,-0.178
80,"RI","Solyc06g060670.4","+",36367478,36367802,"0,0,1","16,23,41","7,12,3","15,32,36",7.69206739384354e-06,-0.153
90,"RI","Solyc06g060670.4","+",36367478,36367802,"0,9,0","38,45,42","7,8,11","27,17,27",0.000264988678155149,-0.156
90,"RI","Solyc06g060670.4","+",36367486,36367980,"0,4,0","47,71,58","4,10,14","44,34,38",4.7201714168832e-07,-0.115
105,"RI","Solyc06g060670.4","+",36367652,36367987,"4,4,1","37,56,30","14,23,7","53,43,31",7.37481698698212e-05,-0.124
120,"RI","Solyc06g060670.4","+",36365788,36366139,"5,3,1","47,35,24","16,9,4","12,15,12",1.12676214934301e-05,-0.221
120,"RI","Solyc06g060670.4","+",36367652,36367987,"0,0,0","86,33,49","9,6,12","47,11,51",3.03232937012548e-09,-0.156
120,"RI","Solyc06g060670.4","+",36367478,36367802,"4,2,2","39,53,43","4,12,11","28,21,33",0.000185991408707852,-0.138
30,"RI","Solyc06g060880.4","-",36562147,36562508,"18,37,7","309,342,299","73,60,64","212,297,247",0,-0.106
60,"RI","Solyc06g060880.4","-",36562147,36562508,"16,24,25","403,368,441","57,79,52","216,257,241",0,-0.108
70,"RI","Solyc06g060880.4","-",36562147,36562508,"44,16,26","496,406,390","52,80,63","223,192,202",0,-0.127
80,"RI","Solyc06g060880.4","-",36562147,36562508,"27,23,17","425,360,415","74,57,43","224,226,169",0,-0.114
90,"RI","Solyc06g060880.4","-",36562147,36562508,"18,49,29","423,674,466","75,101,71","238,240,258",0,-0.138
105,"RI","Solyc06g060880.4","-",36562147,36562508,"20,25,27","394,395,434","61,71,53","271,198,178",0,-0.119
120,"RI","Solyc06g060880.4","-",36562147,36562508,"23,6,43","630,338,453","79,47,60","145,236,225",0,-0.14
105,"RI","Solyc06g065500.4","-",38528118,38528355,"4,2,1","125,164,157","21,47,17","134,125,138",0,-0.104
120,"RI","Solyc06g065500.4","-",38528118,38528355,"4,6,3","206,164,155","17,52,33","133,126,152",0,-0.115
70,"RI","Solyc06g066470.4","-",39362032,39362498,"1,5,1","83,43,61","5,8,11","19,22,31",1.75360063104081e-06,-0.141
90,"RI","Solyc06g066470.4","-",39362032,39362498,"1,0,3","61,83,96","10,10,8","25,26,20",6.41135835150675e-12,-0.188
105,"RI","Solyc06g066470.4","-",39362032,39362498,"0,0,3","77,75,73","15,10,17","52,31,29",5.28366466225411e-14,-0.187
120,"RI","Solyc06g066470.4","-",39362032,39362498,"0,1,5","50,37,36","14,17,25","14,28,21",1.13148926847867e-13,-0.329
70,"RI","Solyc06g068670.3","-",40204918,40205417,"25,13,22","156,170,172","52,39,41","117,123,113",2.65800747449359e-08,-0.114
80,"RI","Solyc06g068670.3","-",40204918,40205417,"13,20,22","175,119,139","41,30,49","84,88,103",8.20016510007662e-09,-0.131
90,"RI","Solyc06g068670.3","-",40204918,40205417,"12,37,27","136,223,191","41,49,34","114,73,106",2.65906498970846e-07,-0.134
105,"RI","Solyc06g068670.3","-",40204918,40205417,"10,19,26","132,159,153","44,46,42","114,117,100",1.03821748294528e-08,-0.125
120,"RI","Solyc06g068670.3","-",40203769,40204048,"11,5,4","8,2,1","4,3,5","1,0,0",0.000351989902574684,-0.299
120,"RI","Solyc06g068670.3","-",40204680,40205046,"67,53,49","0,0,0","28,62,66","11,1,5",1.5586188202237e-05,0.201
120,"RI","Solyc06g068670.3","-",40204918,40205417,"34,20,43","210,95,174","30,64,36","58,79,104",3.04830137696339e-05,-0.134
90,"RI","Solyc06g068980.4","-",40426340,40426669,"49,56,34","1,9,8","29,26,32","0,0,1",9.78256995698057e-05,-0.173
90,"RI","Solyc06g068980.4","-",40425261,40425666,"24,21,31","625,693,527","83,77,103","293,307,303",0,-0.106
105,"RI","Solyc06g068980.4","-",40425261,40425666,"10,17,16","356,431,451","77,115,65","388,269,281",0,-0.107
120,"RI","Solyc06g068980.4","-",40425261,40425666,"30,19,15","503,358,346","113,125,107","285,331,383",0,-0.124
70,"RI","Solyc06g069090.3","-",40515360,40515832,"34,34,44","0,0,0","37,35,14","3,7,3",3.67256908969985e-06,0.242
90,"RI","Solyc06g069090.3","-",40515360,40515832,"37,49,51","0,0,0","35,49,47","10,0,9",3.78970742048582e-06,0.214
105,"RI","Solyc06g069090.3","-",40515360,40515832,"50,31,45","0,0,0","33,40,32","1,8,12",3.80680683482728e-07,0.257
120,"RI","Solyc06g069090.3","-",40515360,40515832,"37,51,40","0,0,0","29,34,27","8,9,10",7.01720499887427e-12,0.376
90,"RI","Solyc06g072160.3","+",42147453,42147764,"0,8,0","161,142,104","10,34,18","61,87,80",0,-0.119
105,"RI","Solyc06g072160.3","+",42147453,42147764,"7,2,3","116,86,105","18,25,11","90,80,41",4.19296336657135e-09,-0.11
120,"RI","Solyc06g072160.3","+",42147453,42147764,"6,3,0","117,95,109","9,17,21","77,76,50",2.76588948993762e-09,-0.109
80,"RI","Solyc06g074510.4","-",43766030,43766463,"3,4,3","5,6,4","23,27,25","2,4,2",3.53121355059755e-06,-0.556
105,"RI","Solyc06g074510.4","-",43766030,43766350,"4,4,5","1,1,9","57,51,23","2,1,0",4.50847218276181e-05,-0.398
120,"RI","Solyc06g074510.4","-",43766030,43766463,"12,3,10","6,0,7","27,37,41","2,0,1",0.000262419389254706,-0.268
120,"RI","Solyc06g074510.4","-",43766030,43766463,"19,5,16","452,343,382","38,71,72","236,286,234",0,-0.109
30,"RI","Solyc06g074670.4","-",43873777,43874132,"249,169,187","1957,1635,1373","354,238,386","801,790,663",0,-0.132
40,"RI","Solyc06g074670.4","-",43873777,43874132,"147,164,82","1551,1624,1425","285,277,431","681,666,688",0,-0.167
40,"RI","Solyc06g074670.4","-",43874036,43874315,"58,65,33","1896,1913,1877","171,218,302","847,825,986",0,-0.125
50,"RI","Solyc06g074670.4","-",43873781,43874132,"586,144,121","1686,1622,1447","464,470,600","1031,653,833",0,-0.174
50,"RI","Solyc06g074670.4","-",43874039,43874522,"463,74,61","1840,1927,1912","370,410,512","1236,850,969",0,-0.157
50,"RI","Solyc06g074670.4","-",43874213,43874522,"205,22,17","1680,1589,1716","174,220,269","1050,734,938",0,-0.103
50,"RI","Solyc06g074670.4","-",43874444,43874734,"121,10,18","1234,1214,1336","128,122,119","695,464,579",0,-0.102
60,"RI","Solyc06g074670.4","-",43873777,43874132,"93,131,71","1499,1427,982","519,586,372","651,1009,691",0,-0.221
60,"RI","Solyc06g074670.4","-",43874036,43874315,"73,60,26","1978,1823,1286","415,405,246","889,1159,871",0,-0.172
60,"RI","Solyc06g074670.4","-",43874444,43874734,"8,8,0","1225,1043,843","137,141,103","490,731,527",0,-0.127
60,"RI","Solyc06g074670.4","-",43874209,43874546,"15,20,9","1675,1472,1277","192,203,164","850,1145,771",0,-0.105
70,"RI","Solyc06g074670.4","-",43873777,43874132,"75,110,106","1556,1381,946","1398,1288,1113","980,1038,880",0,-0.379
70,"RI","Solyc06g074670.4","-",43874036,43874315,"41,75,28","2015,1595,1194","1231,1043,1147","1271,1308,1186",0,-0.351
70,"RI","Solyc06g074670.4","-",43874444,43874734,"8,4,2","1300,1007,754","339,359,355","826,844,751",0,-0.223
80,"RI","Solyc06g074670.4","-",43874000,43874315,"21,32,105","1193,1027,1577","506,680,664","906,935,835",0,-0.285
80,"RI","Solyc06g074670.4","-",43873777,43874132,"117,66,234","980,896,1141","577,881,659","681,794,692",0,-0.282
80,"RI","Solyc06g074670.4","-",43874444,43874734,"7,19,20","845,643,1055","187,222,201","552,504,546",0,-0.191
80,"RI","Solyc06g074670.4","-",43874209,43874546,"13,13,51","1096,840,1329","303,400,344","1041,895,856",0,-0.173
90,"RI","Solyc06g074670.4","-",43873781,43874132,"46,376,74","907,1967,934","1488,1534,1646","969,998,1174",0,-0.399
90,"RI","Solyc06g074670.4","-",43874036,43874315,"30,151,41","1126,2490,1268","1185,1278,1367","1167,1274,1456",0,-0.364
90,"RI","Solyc06g074670.4","-",43874444,43874734,"0,14,4","815,1440,803","327,261,334","812,724,930",0,-0.198
90,"RI","Solyc06g074670.4","-",43874213,43874522,"12,33,3","1007,1962,1023","513,447,512","1284,1396,1552",0,-0.168
105,"RI","Solyc06g074670.4","-",43873781,43874132,"46,67,70","901,787,780","2107,2492,2019","983,1376,1045",0,-0.482
105,"RI","Solyc06g074670.4","-",43874039,43874522,"34,26,37","1142,991,1077","1781,1763,1407","1339,1882,1590",0,-0.382
105,"RI","Solyc06g074670.4","-",43874444,43874734,"0,2,5","710,692,708","435,308,362","859,1320,1066",0,-0.189
105,"RI","Solyc06g074670.4","-",43874213,43874522,"10,7,10","881,896,1005","789,609,479","1668,2161,1777",0,-0.164
120,"RI","Solyc06g074670.4","-",43873781,43874132,"147,141,100","883,825,761","2043,2205,1740","1057,1186,968",0,-0.43
120,"RI","Solyc06g074670.4","-",43874036,43874315,"37,62,32","1098,1057,1010","1732,1548,1556","1395,1795,1224",0,-0.393
120,"RI","Solyc06g074670.4","-",43874444,43874734,"10,6,4","738,705,649","388,360,355","950,1186,1028",0,-0.184
50,"RI","Solyc06g074960.4","-",44130369,44130822,"7,7,7","1,0,1","1,1,5","6,1,1",0.000984925896054643,0.471
60,"RI","Solyc06g074960.4","-",44130369,44130822,"4,11,15","0,1,2","1,4,0","4,3,3",3.08894854236948e-05,0.706
90,"RI","Solyc06g075590.4","+",44673914,44674303,"2,1,0","4,3,10","6,13,3","0,9,1",8.06510094842306e-05,-0.577
105,"RI","Solyc06g075590.4","+",44673914,44674303,"0,0,0","9,4,3","6,2,3","6,2,9",9.96802712963878e-06,-0.338
70,"RI","Solyc06g076050.4","+",44908502,44908863,"5,5,4","156,58,73","20,23,12","55,70,40",1.40455929964672e-09,-0.114
105,"RI","Solyc06g076050.4","+",44908502,44908863,"3,3,3","67,53,62","45,47,28","43,75,53",0,-0.239
120,"RI","Solyc06g076050.4","+",44908502,44908863,"7,4,1","71,74,57","36,24,21","45,62,35",2.1934672508392e-13,-0.199
15,"RI","Solyc06g076250.4","+",45058052,45058359,"25,58,15","170,174,149","54,66,47","111,127,113",1.72661629072333e-05,-0.108
30,"RI","Solyc06g076250.4","+",45058052,45058359,"35,32,28","178,178,159","84,66,86","150,137,107",8.33588907776106e-11,-0.152
60,"RI","Solyc06g076250.4","+",45058052,45058359,"45,77,53","184,205,240","101,55,59","111,133,101",0.000160632199560782,-0.117
80,"RI","Solyc06g076250.4","+",45058052,45058359,"60,71,70","197,159,205","109,74,101","123,68,108",4.00709816439748e-10,-0.175
90,"RI","Solyc06g076250.4","+",45058052,45058359,"43,84,84","178,247,218","127,132,142","115,104,91",0,-0.26
105,"RI","Solyc06g076250.4","+",45058052,45058359,"43,88,77","157,188,204","147,167,109","122,90,77",0,-0.271
120,"RI","Solyc06g076250.4","+",45058052,45058359,"78,48,48","214,170,171","120,156,152","69,97,89",0,-0.328
30,"RI","Solyc06g076300.3","-",45086431,45086661,"4,2,3","128,83,78","14,6,22","51,53,45",3.24848818199261e-08,-0.126
60,"RI","Solyc06g076300.3","-",45085686,45086020,"1,3,0","91,81,85","17,11,9","35,39,53",5.31875346752907e-11,-0.14
60,"RI","Solyc06g076300.3","-",45085686,45086142,"2,0,0","139,114,84","22,2,2","30,28,46",1.26598171539195e-06,-0.127
60,"RI","Solyc06g076300.3","-",45086104,45086323,"1,0,0","131,100,85","22,1,0","30,28,51",0.000116878180983385,-0.112
70,"RI","Solyc06g076300.3","-",45086225,45086661,"2,0,0","5,12,2","23,11,6","3,5,3",2.78896605405318e-08,-0.579
70,"RI","Solyc06g076300.3","-",45085686,45086020,"7,0,1","126,94,63","23,20,27","51,62,42",0,-0.198
70,"RI","Solyc06g076300.3","-",45086104,45086323,"4,0,1","158,117,66","17,32,11","47,72,54",0,-0.167
70,"RI","Solyc06g076300.3","-",45086431,45086661,"5,12,1","139,84,71","25,30,11","66,54,63",2.50357777489017e-08,-0.142
70,"RI","Solyc06g076300.3","-",45085686,45086142,"0,0,0","170,111,72","8,25,14","51,85,60",0,-0.126
80,"RI","Solyc06g076300.3","-",45085686,45086020,"0,0,7","81,56,103","11,20,17","24,36,22",0,-0.24
80,"RI","Solyc06g076300.3","-",45085686,45086142,"0,0,1","92,77,111","7,17,7","24,35,25",1.62538399188548e-14,-0.18
80,"RI","Solyc06g076300.3","-",45086104,45086323,"0,0,5","96,72,95","6,14,6","18,36,30",1.37954267284067e-09,-0.152
90,"RI","Solyc06g076300.3","-",45085679,45086020,"0,0,2","93,131,76","41,21,23","51,43,49",0,-0.244
90,"RI","Solyc06g076300.3","-",45085679,45086142,"0,0,6","139,148,108","11,2,20","60,49,50",3.03961367871989e-09,-0.1
105,"RI","Solyc06g076300.3","-",45085686,45086020,"0,0,0","117,53,76","15,35,36","57,94,55",0,-0.194
105,"RI","Solyc06g076300.3","-",45086104,45086323,"0,0,0","110,80,76","9,32,15","54,62,56",0,-0.164
105,"RI","Solyc06g076300.3","-",45085686,45086142,"0,0,0","122,87,75","10,16,23","53,92,71",9.38041914679773e-15,-0.127
120,"RI","Solyc06g076300.3","-",45085686,45086020,"4,0,5","116,59,75","23,35,25","36,66,39",0,-0.239
120,"RI","Solyc06g076300.3","-",45086104,45086278,"2,0,4","129,66,65","18,13,15","43,78,41",2.71298682444132e-11,-0.15
120,"RI","Solyc06g076300.3","-",45085686,45086142,"0,0,0","144,80,92","8,15,10","47,74,48",6.08409322923374e-12,-0.11
30,"RI","Solyc06g076670.3","+",45294188,45294513,"66,107,60","77,101,112","64,77,68","115,164,207",0.00819615332551701,0.104
40,"RI","Solyc06g076670.3","+",45294168,45294513,"101,80,70","103,71,117","76,63,65","210,208,220",2.69362948897395e-07,0.17
50,"RI","Solyc06g076670.3","+",45294168,45294513,"107,107,130","108,129,170","71,37,47","264,205,168",0,0.195
60,"RI","Solyc06g076670.3","+",45294180,45294513,"115,122,91","139,180,127","70,73,61","212,237,214",8.68272466930161e-09,0.138
70,"RI","Solyc06g076670.3","+",45294210,45294513,"105,84,72","145,120,124","48,23,57","223,239,225",0,0.167
90,"RI","Solyc06g076670.3","+",45294168,45294513,"131,95,92","117,213,126","28,39,37","226,240,195",1.3064818044639e-13,0.199
105,"RI","Solyc06g076670.3","+",45294180,45294513,"71,82,62","115,84,104","65,20,29","449,194,205",0,0.206
120,"RI","Solyc06g076670.3","+",45294168,45294513,"78,79,69","115,75,101","38,24,37","204,212,230",0,0.216
70,"RI","Solyc06g083410.4","+",46387870,46388363,"13,2,12","73,74,44","20,19,21","45,46,39",0.000208179125360908,-0.138
90,"RI","Solyc06g083410.4","+",46387870,46388363,"0,4,3","75,140,82","18,27,22","37,57,39",0,-0.229
90,"RI","Solyc06g083410.4","+",46387870,46388136,"11,5,7","82,136,78","28,20,38","55,76,60",7.00975424058762e-10,-0.181
105,"RI","Solyc06g083410.4","+",46387870,46388136,"5,5,3","44,74,85","33,33,8","79,56,44",6.33295275150798e-08,-0.158
105,"RI","Solyc06g083410.4","+",46387870,46388363,"7,3,7","37,96,80","18,17,9","60,39,38",5.27504336234185e-05,-0.109
120,"RI","Solyc06g083410.4","+",46387870,46388136,"4,2,6","89,68,67","23,14,20","44,49,66",6.16411696452779e-09,-0.163
120,"RI","Solyc06g083410.4","+",46387870,46388363,"5,1,8","81,51,64","17,12,23","39,44,44",1.16486550856088e-07,-0.163
60,"RI","Solyc06g083990.3","+",46841270,46841643,"0,2,1","15,36,43","0,12,5","13,16,15",0.000190185052023286,-0.126
105,"RI","Solyc06g083990.3","+",46841270,46841643,"0,3,0","15,16,25","2,8,8","17,11,14",0.000212764593121296,-0.153
120,"RI","Solyc06g083990.3","+",46841270,46841643,"0,0,0","31,17,22","0,6,4","4,8,11",0.000144001021526983,-0.142
80,"RI","Solyc07g005550.4","-",427769,428196,"17,7,12","0,0,0","1,4,3","20,1,4",1.22968148400772e-10,0.67
90,"RI","Solyc07g005550.4","-",427769,428196,"17,10,9","0,1,2","2,1,10","16,15,13",2.24483327132272e-10,0.72
120,"RI","Solyc07g005550.4","-",427769,428196,"23,3,14","3,1,1","1,0,2","10,13,7",4.85307586997555e-13,0.705
70,"RI","Solyc07g007810.3","+",2440864,2441335,"14,14,29","63,65,63","43,46,33","34,49,39",6.89307277892051e-07,-0.206
90,"RI","Solyc07g007810.3","+",2440892,2441335,"45,16,18","114,101,111","48,35,31","52,60,61",2.15535815519886e-05,-0.144
10,"RI","Solyc07g008260.3","-",2990693,2991154,"7,12,1","6,4,0","12,16,13","0,0,0",0.000103630614330988,-0.344
25,"RI","Solyc07g008260.3","-",2990693,2991154,"11,15,27","1,0,0","10,15,19","3,6,3",0.00011279438228281,0.302
50,"RI","Solyc07g008260.3","-",2990414,2990754,"13,5,9","13,27,12","0,0,1","8,12,11",2.01160834378946e-05,0.216
60,"RI","Solyc07g008260.3","-",2990693,2991154,"17,14,28","0,0,0","4,11,16","0,5,3",0.000228059230432266,0.25
15,"RI","Solyc07g014590.4","-",4965189,4965544,"2,2,2","0,1,0","2,0,0","0,2,2",0.000313983014116448,0.519
80,"RI","Solyc07g014590.4","-",4965189,4965544,"2,0,3","0,2,5","8,3,1","0,0,0",0.000403092700354463,-0.575
